,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Spearman correlation coefficient,add. information,System
360,linearRegression,delta G,all,13.667279980198126,188.85866264859862,2.6813855846278183,0.855931,[0.666 ~ 0.942],-50.302221,0.792857,GRADE,008-Trypsin
361,linearRegression,Affinity Data Value,all,44653.175964729075,2684576329.827144,27592.52236206832,0.845197,[0.644 ~ 0.937],-729247614.466712,0.678571,GRADE,008-Trypsin
362,linearRegression,pKd pKi pIC50,all,14.487914200364939,215.86841513648133,0.5911048825042513,-0.85442,[-0.941 ~ -0.663],-57.639244,-0.771429,GRADE,008-Trypsin
363,Ridge,delta G,all,13.611952821609918,187.34834073769935,2.653186008362959,0.850354,[0.654 ~ 0.939],-49.891952,0.778571,GRADE,008-Trypsin
364,Ridge,Affinity Data Value,all,44761.99453974069,2696711368.3752346,27396.68541910391,0.847679,[0.649 ~ 0.938],-732544018.382096,0.678571,GRADE,008-Trypsin
365,Ridge,pKd pKi pIC50,all,14.486620323698663,215.8258993325935,0.5903020521012339,-0.853782,[-0.941 ~ -0.661],-57.627695,-0.771429,GRADE,008-Trypsin
366,Lasso,delta G,all,13.543550989750578,185.34122170847198,2.6120280279794317,0.857062,[0.668 ~ 0.942],-49.346732,0.760714,GRADE,008-Trypsin
367,Lasso,Affinity Data Value,all,50715.931262245125,3141483433.438105,23863.320219825833,0.876974,[0.71 ~ 0.951],-853363443.134377,0.671429,GRADE,008-Trypsin
368,Lasso,pKd pKi pIC50,all,14.471038928308518,215.32324911676702,0.5788926279515091,-0.853454,[-0.941 ~ -0.661],-57.491153,-0.771429,GRADE,008-Trypsin
369,ElasticNet,delta G,all,13.614600152370413,187.39333287060973,2.653131262721906,0.853004,[0.66 ~ 0.94],-49.904174,0.792857,GRADE,008-Trypsin
370,ElasticNet,Affinity Data Value,all,46852.43604750526,2379314573.4674087,13571.928078522993,0.641811,[0.279 ~ 0.844],-646325253.330923,0.792857,GRADE,008-Trypsin
371,ElasticNet,pKd pKi pIC50,all,14.483088960252328,215.71171192338025,0.5877455517474062,-0.853561,[-0.941 ~ -0.661],-57.596677,-0.771429,GRADE,008-Trypsin
372,SVR,delta G,all,11.993910308383938,154.47822274181465,4.339660060971523,0.713972,[0.397 ~ 0.879],-40.963,0.778571,GRADE,008-Trypsin
373,SVR,Affinity Data Value,all,320.4449815399319,110376.68144854407,88.8312629566558,0.595464,[0.208 ~ 0.821],-29982.10417,0.678571,GRADE,008-Trypsin
374,SVR,pKd pKi pIC50,all,14.107027816266488,206.65476700628534,1.0095163669746934,-0.760512,[-0.9 ~ -0.48],-55.136417,-0.753571,GRADE,008-Trypsin
375,DecisionTree,delta G,all,12.781210159690492,204.97791578860148,7.134887369893242,0.444192,[0.003 ~ 0.741],-54.680911,0.557286,GRADE,008-Trypsin
376,DecisionTree,Affinity Data Value,all,29763.68533333333,4006097160.04136,55860.189592490344,0.655874,[0.301 ~ 0.851],-1088230111.449898,0.479361,GRADE,008-Trypsin
377,DecisionTree,pKd pKi pIC50,all,13.733333333333333,194.06792000000002,1.0302288850326202,-0.182329,[-0.578 ~ 0.283],-51.717282,-0.243729,GRADE,008-Trypsin
378,RandomForest,delta G,all,10.15790032853338,115.68225429179714,4.515695730770285,0.667897,[0.32 ~ 0.857],-30.424328,0.696429,GRADE,008-Trypsin
379,RandomForest,Affinity Data Value,all,89940.85121466666,26498924839.0976,135682.8624690454,0.520587,[0.102 ~ 0.783],-7198259752.928398,0.460714,GRADE,008-Trypsin
380,RandomForest,pKd pKi pIC50,all,13.806846666666663,197.22391390333334,0.8259631386986281,-0.704018,[-0.874 ~ -0.38],-52.574587,-0.685714,GRADE,008-Trypsin
381,XGBoost,delta G,all,10.02387254587809,122.71576796961891,5.911736965179443,0.722589,[0.412 ~ 0.883],-32.334936,0.660714,GRADE,008-Trypsin
382,XGBoost,Affinity Data Value,all,60159.61247526042,12891864810.04669,101634.5,0.354095,[-0.104 ~ 0.688],-3501990822.353158,0.417857,GRADE,008-Trypsin
383,XGBoost,pKd pKi pIC50,all,13.902265092213948,200.39213960751314,0.8989516496658325,-0.76234,[-0.901 ~ -0.483],-53.435215,-0.657143,GRADE,008-Trypsin
384,linearRegression,delta G,ki,13.873219188624178,194.81253110399894,2.7854287868331777,0.850771,[0.655 ~ 0.939],-51.919551,0.717857,GRADE,008-Trypsin
385,linearRegression,Affinity Data Value,ki,39489.84966439675,2019998720.0365138,28452.620080843357,0.726296,[0.419 ~ 0.884],-548719449.985879,0.6,GRADE,008-Trypsin
386,linearRegression,pKd pKi pIC50,ki,14.60391958224188,219.2441525757227,0.5963572730597201,-0.844575,[-0.937 ~ -0.642],-58.556241,-0.685714,GRADE,008-Trypsin
387,Ridge,delta G,ki,13.855001543938037,194.29674938324064,2.777436331604046,0.850046,[0.654 ~ 0.939],-51.779442,0.717857,GRADE,008-Trypsin
388,Ridge,Affinity Data Value,ki,39538.43226610189,2036214078.9057386,28122.930629908748,0.729855,[0.425 ~ 0.886],-553124246.250354,0.6,GRADE,008-Trypsin
389,Ridge,pKd pKi pIC50,ki,14.598968803669006,219.08839535769906,0.5944875511330915,-0.843306,[-0.936 ~ -0.64],-58.513931,-0.685714,GRADE,008-Trypsin
390,Lasso,delta G,ki,13.573479366595198,186.30481122405544,2.6394764176861796,0.847372,[0.648 ~ 0.938],-49.608484,0.714286,GRADE,008-Trypsin
391,Lasso,Affinity Data Value,ki,43933.31557554612,2465305266.646052,23333.688951953627,0.78172,[0.519 ~ 0.909],-669684063.157311,0.617857,GRADE,008-Trypsin
392,Lasso,pKd pKi pIC50,ki,14.577935818191321,218.43585504008368,0.5864269298853112,-0.841858,[-0.936 ~ -0.637],-58.336672,-0.671429,GRADE,008-Trypsin
393,ElasticNet,delta G,ki,13.766687140134232,191.79186619043625,2.7355995309147727,0.847313,[0.648 ~ 0.938],-51.099007,0.717857,GRADE,008-Trypsin
394,ElasticNet,Affinity Data Value,ki,40377.76186610919,1815787338.0451202,13618.219143633607,0.616398,[0.24 ~ 0.832],-493246762.652018,0.696429,GRADE,008-Trypsin
395,ElasticNet,pKd pKi pIC50,ki,14.58585478333188,218.67887263217006,0.5893666764298167,-0.841468,[-0.936 ~ -0.636],-58.402687,-0.675,GRADE,008-Trypsin
396,SVR,delta G,ki,13.321360268110373,190.430742806486,4.470929026267516,0.623578,[0.251 ~ 0.835],-50.729267,0.789286,GRADE,008-Trypsin
397,SVR,Affinity Data Value,ki,149.36280181803414,24328.47544266928,46.02726397412176,0.582947,[0.19 ~ 0.815],-6607.67136,0.667857,GRADE,008-Trypsin
398,SVR,pKd pKi pIC50,ki,14.387018072190028,214.28348246964296,1.0753879860762472,-0.595992,[-0.822 ~ -0.209],-57.208708,-0.635714,GRADE,008-Trypsin
399,DecisionTree,delta G,ki,9.969834856197435,143.44267072308918,6.621712452933986,-0.027403,[-0.464 ~ 0.42],-37.965264,-0.258138,GRADE,008-Trypsin
400,DecisionTree,Affinity Data Value,ki,159601.13133333332,194615202236.0787,411270.41971177305,0.428987,[-0.016 ~ 0.732],-52865947816.311806,0.369973,GRADE,008-Trypsin
401,DecisionTree,pKd pKi pIC50,ki,13.922666666666668,204.36208,1.8020094955971298,-0.519586,[-0.782 ~ -0.101],-54.513623,-0.490602,GRADE,008-Trypsin
402,RandomForest,delta G,ki,11.40400120895251,140.3514727621802,4.201191422576415,0.68425,[0.347 ~ 0.865],-37.12556,0.671429,GRADE,008-Trypsin
403,RandomForest,Affinity Data Value,ki,85584.78201933332,37602596278.06587,174006.22445890892,0.486415,[0.056 ~ 0.764],-10214499533.420994,0.457143,GRADE,008-Trypsin
404,RandomForest,pKd pKi pIC50,ki,14.156060000000002,207.45213327666667,0.9504250521389532,-0.678208,[-0.862 ~ -0.337],-55.353016,-0.685714,GRADE,008-Trypsin
405,XGBoost,delta G,ki,10.493510925292968,133.8710426459973,5.659428119659424,0.493962,[0.066 ~ 0.768],-35.365194,0.25,GRADE,008-Trypsin
406,XGBoost,Affinity Data Value,ki,95402.94157682292,36778290081.49492,170749.703125,0.475945,[0.043 ~ 0.758],-9990582142.21666,0.217857,GRADE,008-Trypsin
407,XGBoost,pKd pKi pIC50,ki,13.618780331293742,191.75024278061184,0.9476033449172974,-0.467461,[-0.754 ~ -0.032],-51.0877,-0.292857,GRADE,008-Trypsin
408,linearRegression,delta G,kd,12.669228469847038,161.93619610349,2.316922818631292,0.857354,[0.669 ~ 0.942],-42.988909,0.728571,GRADE,008-Trypsin
409,linearRegression,Affinity Data Value,kd,49092.005722429116,3250323135.1278853,28989.602009566508,0.889216,[0.737 ~ 0.956],-882929036.797527,0.728571,GRADE,008-Trypsin
410,linearRegression,pKd pKi pIC50,kd,14.231280769979527,208.2128671317215,0.5254914907990078,-0.855981,[-0.942 ~ -0.666],-55.559665,-0.771429,GRADE,008-Trypsin
411,Ridge,delta G,kd,12.609868740894605,160.47971070978699,2.2763017293316175,0.846247,[0.646 ~ 0.938],-42.593265,0.721429,GRADE,008-Trypsin
412,Ridge,Affinity Data Value,kd,49918.13618546287,3302494216.2706466,28474.050757723893,0.893923,[0.747 ~ 0.958],-897100970.03592,0.725,GRADE,008-Trypsin
413,Ridge,pKd pKi pIC50,kd,14.230087908160757,208.17085852902872,0.5240561443806849,-0.855068,[-0.941 ~ -0.664],-55.548253,-0.771429,GRADE,008-Trypsin
414,Lasso,delta G,kd,12.481238961552263,157.1448841900482,2.241143622500949,0.853539,[0.661 ~ 0.941],-41.687381,0.721429,GRADE,008-Trypsin
415,Lasso,Affinity Data Value,kd,54153.60570227858,3539050850.3986278,24627.702741975692,0.909013,[0.781 ~ 0.964],-961360033.726528,0.757143,GRADE,008-Trypsin
416,Lasso,pKd pKi pIC50,kd,14.214087956518691,207.64020051605732,0.5075795072039165,-0.852762,[-0.94 ~ -0.659],-55.404103,-0.785714,GRADE,008-Trypsin
417,ElasticNet,delta G,kd,12.61321616331126,160.52640144053018,2.2847699920699767,0.851821,[0.657 ~ 0.94],-42.605948,0.721429,GRADE,008-Trypsin
418,ElasticNet,Affinity Data Value,kd,52689.37753778018,2952953663.4035444,13297.256302644597,0.663793,[0.314 ~ 0.855],-802150563.204439,0.832143,GRADE,008-Trypsin
419,ElasticNet,pKd pKi pIC50,kd,14.215570081986291,207.6888637621679,0.509925346523201,-0.850954,[-0.94 ~ -0.655],-55.417323,-0.785714,GRADE,008-Trypsin
420,SVR,delta G,kd,10.880073892252817,123.56573788184545,3.4424886210844523,0.782914,[0.521 ~ 0.91],-32.565825,0.810714,GRADE,008-Trypsin
421,SVR,Affinity Data Value,kd,752.2901199668362,567488.3508481412,40.46639269549102,0.600734,[0.216 ~ 0.824],-154153.501797,0.703571,GRADE,008-Trypsin
422,SVR,pKd pKi pIC50,kd,13.701235924823004,194.94218333354374,0.8551541179709666,-0.855011,[-0.941 ~ -0.664],-51.95477,-0.707143,GRADE,008-Trypsin
423,DecisionTree,delta G,kd,8.985109048936064,115.10935761106965,6.900491463952518,0.639018,[0.274 ~ 0.843],-30.268705,0.529044,GRADE,008-Trypsin
424,DecisionTree,Affinity Data Value,kd,121725.69133333334,68938428700.30061,232640.11763667897,0.15634,[-0.307 ~ 0.56],-18726673621.631977,0.209319,GRADE,008-Trypsin
425,DecisionTree,pKd pKi pIC50,kd,13.328000000000001,184.89764000000005,1.4507101709163,-0.265176,[-0.633 ~ 0.2],-49.226236,-0.066368,GRADE,008-Trypsin
426,RandomForest,delta G,kd,10.303798128939475,111.62118116230172,3.654830018564832,0.826117,[0.605 ~ 0.929],-29.321164,0.785714,GRADE,008-Trypsin
427,RandomForest,Affinity Data Value,kd,106636.68482866666,25390042145.483208,118401.67080565718,0.651614,[0.294 ~ 0.849],-6897039016.097024,0.496429,GRADE,008-Trypsin
428,RandomForest,pKd pKi pIC50,kd,13.820353333333331,197.5569574073333,0.7999050792576722,-0.727689,[-0.885 ~ -0.421],-52.665056,-0.725,GRADE,008-Trypsin
429,XGBoost,delta G,kd,11.46377968343099,161.4068377283169,6.793281078338623,0.761135,[0.481 ~ 0.9],-42.845113,0.825,GRADE,008-Trypsin
430,XGBoost,Affinity Data Value,kd,64433.086632812505,9284005973.681286,84419.8203125,0.311848,[-0.151 ~ 0.663],-2521939547.920078,0.339286,GRADE,008-Trypsin
431,XGBoost,pKd pKi pIC50,kd,13.679443840662637,197.1058934495264,1.372331142425537,-0.838214,[-0.934 ~ -0.629],-52.542528,-0.8,GRADE,008-Trypsin
432,linearRegression,delta G,all,14.303964010985803,207.79102997895265,1.636538735037879,0.179122,[-0.414 ~ 0.666],-182.301897,0.090909,X-GRADE,001-CA2
433,linearRegression,Affinity Data Value,all,43379.04164472286,2039683851.8117154,12568.178731829159,0.617273,[0.099 ~ 0.872],-1799297680.555853,0.563636,X-GRADE,001-CA2
434,linearRegression,pKd pKi pIC50,all,17.491884391342975,307.2909665736094,0.3340675098541247,-0.112102,[-0.626 ~ 0.469],-270.075306,-0.018182,X-GRADE,001-CA2
435,Ridge,delta G,all,14.299154403750952,207.49583344852732,1.589611041669285,0.18625,[-0.408 ~ 0.67],-182.04149,0.090909,X-GRADE,001-CA2
436,Ridge,Affinity Data Value,all,41425.26364879483,1897559291.190033,13473.110832109653,0.623699,[0.109 ~ 0.875],-1673923156.365943,0.6,X-GRADE,001-CA2
437,Ridge,pKd pKi pIC50,all,17.48724060507238,307.1241851619553,0.3224981609246448,-0.120857,[-0.631 ~ 0.462],-269.92818,-0.018182,X-GRADE,001-CA2
438,Lasso,delta G,all,14.53598285119416,213.7199371842154,1.3934488929368085,0.219114,[-0.379 ~ 0.688],-187.532055,0.054545,X-GRADE,001-CA2
439,Lasso,Affinity Data Value,all,20582.67242652375,490121120.8604822,8153.63478125844,0.40574,[-0.189 ~ 0.783],-432358080.210729,0.284848,X-GRADE,001-CA2
440,Lasso,pKd pKi pIC50,all,17.45134114430677,305.8608527281218,0.2764242417120774,-0.172496,[-0.662 ~ 0.42],-268.813737,-0.115152,X-GRADE,001-CA2
441,ElasticNet,delta G,all,14.265692567308918,205.92321550298348,1.3954947507472646,0.22472,[-0.374 ~ 0.691],-180.654213,0.090909,X-GRADE,001-CA2
442,ElasticNet,Affinity Data Value,all,37656.18167262983,1459993045.6512105,6481.715730944082,0.551538,[-0.001 ~ 0.846],-1287926115.488365,0.442424,X-GRADE,001-CA2
443,ElasticNet,pKd pKi pIC50,all,17.456508439072316,306.04575686518217,0.2751747617136055,-0.182177,[-0.667 ~ 0.412],-268.97685,-0.115152,X-GRADE,001-CA2
444,SVR,delta G,all,15.196498348836917,232.8244937372362,1.3038186093547277,0.339512,[-0.262 ~ 0.751],-204.385051,0.260606,X-GRADE,001-CA2
445,SVR,Affinity Data Value,all,276.66722766024543,76754.7089226174,14.947055022881225,0.45852,[-0.126 ~ 0.807],-67707.811682,0.212121,X-GRADE,001-CA2
446,SVR,pKd pKi pIC50,all,17.692382196831645,314.57463829154784,0.294979402446702,-0.531158,[-0.838 ~ 0.03],-276.500563,-0.466667,X-GRADE,001-CA2
447,DecisionTree,delta G,all,18.13958964612829,372.52191893043465,7.176447819661212,0.599269,[0.07 ~ 0.865],-327.618489,0.64438,X-GRADE,001-CA2
448,DecisionTree,Affinity Data Value,all,153.02,32936.848,97.29600402894253,-0.261033,[-0.711 ~ 0.34],-29054.088215,-0.123478,X-GRADE,001-CA2
449,DecisionTree,pKd pKi pIC50,all,17.165,298.16603,1.1304888323198952,-0.464093,[-0.809 ~ 0.119],-262.025785,-0.514413,X-GRADE,001-CA2
450,RandomForest,delta G,all,16.47462757474781,278.3615727496274,3.0230793601612342,0.516419,[-0.05 ~ 0.832],-244.555375,0.345455,X-GRADE,001-CA2
451,RandomForest,Affinity Data Value,all,191306.82679,149941950373.6413,336666.0182577876,0.501399,[-0.07 ~ 0.825],-132270598423.17189,0.212121,X-GRADE,001-CA2
452,RandomForest,pKd pKi pIC50,all,17.672130000000003,314.06171463300007,0.45282302956011383,-0.434419,[-0.796 ~ 0.155],-276.04809,-0.369697,X-GRADE,001-CA2
453,XGBoost,delta G,all,5.324787673950195,32.83069531900287,3.0910282135009766,0.311401,[-0.291 ~ 0.737],-27.961446,0.369697,X-GRADE,001-CA2
454,XGBoost,Affinity Data Value,all,200897.09171875,63504968406.16948,152136.359375,0.456388,[-0.128 ~ 0.806],-56020614330.4833,0.139394,X-GRADE,001-CA2
455,XGBoost,pKd pKi pIC50,all,16.512606077194214,274.59478307753477,1.0454312562942505,0.13382,[-0.452 ~ 0.639],-241.232519,0.248485,X-GRADE,001-CA2
456,linearRegression,delta G,ki,16.988666569857294,291.30521390832104,1.7030388108445331,0.370475,[-0.229 ~ 0.766],-255.973548,0.442424,X-GRADE,001-CA2
457,linearRegression,Affinity Data Value,ki,102541.0237659468,10920014914.384548,20133.71116878409,0.302455,[-0.3 ~ 0.732],-9633040678.591167,0.272727,X-GRADE,001-CA2
458,linearRegression,pKd pKi pIC50,ki,17.705525246702628,314.83422890732163,0.29419599438968314,-0.205045,[-0.68 ~ 0.392],-276.72956,-0.151515,X-GRADE,001-CA2
459,Ridge,delta G,ki,17.204087605209136,298.3444502136202,1.5553693451313257,0.358981,[-0.241 ~ 0.761],-262.183178,0.406061,X-GRADE,001-CA2
460,Ridge,Affinity Data Value,ki,102607.90440981412,10911040254.802263,19561.9297237847,0.261388,[-0.34 ~ 0.711],-9625123724.125494,0.248485,X-GRADE,001-CA2
461,Ridge,pKd pKi pIC50,ki,17.77528624319668,317.28413318618374,0.27794662440458184,-0.19004,[-0.672 ~ 0.405],-278.890731,-0.224242,X-GRADE,001-CA2
462,Lasso,delta G,ki,16.35742292125449,269.3819791751524,1.355624405065057,0.399982,[-0.196 ~ 0.78],-236.634068,0.406061,X-GRADE,001-CA2
463,Lasso,Affinity Data Value,ki,30441.15582692602,962428805.3897139,5980.823581697248,0.425148,[-0.166 ~ 0.792],-849002120.903417,0.260606,X-GRADE,001-CA2
464,Lasso,pKd pKi pIC50,ki,17.593108177699982,310.8291163599545,0.27198337350146845,-0.179717,[-0.666 ~ 0.414],-273.196468,-0.2,X-GRADE,001-CA2
465,ElasticNet,delta G,ki,16.343069779669833,268.8259646990579,1.3242777762764935,0.410391,[-0.184 ~ 0.785],-236.143582,0.406061,X-GRADE,001-CA2
466,ElasticNet,Affinity Data Value,ki,32313.253174845886,1086630759.7960796,6518.5697926601015,0.527654,[-0.035 ~ 0.836],-958566300.86669,0.490909,X-GRADE,001-CA2
467,ElasticNet,pKd pKi pIC50,ki,17.62547209644073,311.97610058122933,0.26699723952764853,-0.200417,[-0.678 ~ 0.396],-274.208275,-0.163636,X-GRADE,001-CA2
468,SVR,delta G,ki,15.792521957123345,251.4229629956914,1.4039562963775247,0.363085,[-0.237 ~ 0.762],-220.791605,0.236364,X-GRADE,001-CA2
469,SVR,Affinity Data Value,ki,107.5724747107513,11645.628874218446,9.014490194393378,0.44818,[-0.138 ~ 0.802],-10272.13768,0.151515,X-GRADE,001-CA2
470,SVR,pKd pKi pIC50,ki,17.69259701511637,314.5264329176856,0.26738465830826336,-0.515215,[-0.831 ~ 0.052],-276.458039,-0.406061,X-GRADE,001-CA2
471,DecisionTree,delta G,ki,17.221575714549726,317.45694739848557,4.730410964507721,0.261701,[-0.34 ~ 0.711],-279.043179,0.40452,X-GRADE,001-CA2
472,DecisionTree,Affinity Data Value,ki,9494.98,556466338.0119998,21594.398875865936,0.138553,[-0.448 ~ 0.642],-490884206.844036,0.200609,X-GRADE,001-CA2
473,DecisionTree,pKd pKi pIC50,ki,18.324,337.54952,0.6082631009686518,-0.213829,[-0.685 ~ 0.384],-296.767749,-0.14705,X-GRADE,001-CA2
474,RandomForest,delta G,ki,15.895624238960119,253.664658835554,1.248958887287574,0.639097,[0.134 ~ 0.881],-222.769106,0.648485,X-GRADE,001-CA2
475,RandomForest,Affinity Data Value,ki,31505.445233,3326461702.319241,48310.58258062919,0.42545,[-0.166 ~ 0.792],-2934422813.325371,-0.018182,X-GRADE,001-CA2
476,RandomForest,pKd pKi pIC50,ki,17.639850000000003,312.707859279,0.25027436245049095,-0.651697,[-0.885 ~ -0.155],-274.853793,-0.781818,X-GRADE,001-CA2
477,XGBoost,delta G,ki,16.90328628540039,297.5570722486799,3.509669780731201,0.216149,[-0.382 ~ 0.687],-261.488596,0.309091,X-GRADE,001-CA2
478,XGBoost,Affinity Data Value,ki,36047.39441162109,3050353603.216763,43080.796875,0.30877,[-0.294 ~ 0.736],-2690855329.995732,-0.090909,X-GRADE,001-CA2
479,XGBoost,pKd pKi pIC50,ki,17.101856689453122,294.6980639766013,0.8270578384399414,-0.231064,[-0.695 ~ 0.368],-258.966535,-0.115152,X-GRADE,001-CA2
480,linearRegression,delta G,kd,12.438943785947293,158.42295473277437,1.5776680815468753,-0.021728,[-0.567 ~ 0.537],-138.752077,-0.163636,X-GRADE,001-CA2
481,linearRegression,Affinity Data Value,kd,41575.3736932982,2189099016.2075987,22084.716242811857,0.264028,[-0.337 ~ 0.712],-1931103577.164784,0.2,X-GRADE,001-CA2
482,linearRegression,pKd pKi pIC50,kd,17.147109604299608,295.3967054154187,0.350040448502729,-0.157248,[-0.653 ~ 0.433],-259.582838,-0.175758,X-GRADE,001-CA2
483,Ridge,delta G,kd,11.582602047981727,137.09405158955943,1.4314703518015508,0.080482,[-0.494 ~ 0.606],-119.936884,-0.018182,X-GRADE,001-CA2
484,Ridge,Affinity Data Value,kd,44138.00999557774,2321719124.872321,19327.939038265366,0.340891,[-0.26 ~ 0.752],-2048093792.994637,0.430303,X-GRADE,001-CA2
485,Ridge,pKd pKi pIC50,kd,17.190432169929455,296.86647617878606,0.31209203146588865,-0.187363,[-0.67 ~ 0.407],-260.87939,-0.175758,X-GRADE,001-CA2
486,Lasso,delta G,kd,13.618525410832728,186.85296357164276,0.8068564443082175,0.230418,[-0.369 ~ 0.694],-163.831478,0.006061,X-GRADE,001-CA2
487,Lasso,Affinity Data Value,kd,36535.93935037921,1460937927.5857186,11228.266753542393,0.456388,[-0.128 ~ 0.806],-1288759638.71923,0.406061,X-GRADE,001-CA2
488,Lasso,pKd pKi pIC50,kd,17.387302662379398,303.67952383623395,0.2581600140703579,-0.292841,[-0.727 ~ 0.31],-266.889488,-0.139394,X-GRADE,001-CA2
489,ElasticNet,delta G,kd,12.733242607857894,163.80295693291694,0.9829780334982922,0.206556,[-0.39 ~ 0.681],-143.498021,0.163636,X-GRADE,001-CA2
490,ElasticNet,Affinity Data Value,kd,41923.77436213231,1791556708.1264184,5827.6075153336,0.576912,[0.036 ~ 0.856],-1580413467.707144,0.612121,X-GRADE,001-CA2
491,ElasticNet,pKd pKi pIC50,kd,17.32193732993922,301.4144636612992,0.2570613980014878,-0.301924,[-0.732 ~ 0.3],-264.891376,-0.139394,X-GRADE,001-CA2
492,SVR,delta G,kd,13.448509008206765,182.19952929493633,0.9269171448605342,0.332174,[-0.27 ~ 0.747],-159.726473,0.042424,X-GRADE,001-CA2
493,SVR,Affinity Data Value,kd,736.243404476871,542086.7836278552,6.119667022725799,0.472012,[-0.109 ~ 0.813],-478198.350413,0.224242,X-GRADE,001-CA2
494,SVR,pKd pKi pIC50,kd,17.343407004062136,302.3026213116852,0.2736412981105181,-0.515493,[-0.831 ~ 0.051],-265.67486,-0.442424,X-GRADE,001-CA2
495,DecisionTree,delta G,kd,14.998960095981767,258.92167269251775,5.689773388406756,-0.03679,[-0.577 ~ 0.526],-227.406557,-0.191391,X-GRADE,001-CA2
496,DecisionTree,Affinity Data Value,kd,280994.28,312400622888.412,483159.35001198103,0.116645,[-0.466 ~ 0.628],-275582765426.3218,0.212767,X-GRADE,001-CA2
497,DecisionTree,pKd pKi pIC50,kd,17.734,316.75357999999994,1.3919281590656896,0.274036,[-0.328 ~ 0.718],-278.422706,0.14771,X-GRADE,001-CA2
498,RandomForest,delta G,kd,11.025112214721533,123.66087677302694,1.4684752776106358,0.378077,[-0.22 ~ 0.77],-108.086871,-0.018182,X-GRADE,001-CA2
499,RandomForest,Affinity Data Value,kd,183809.7927344,106330825258.72325,269341.8617262508,0.441339,[-0.147 ~ 0.799],-93799245992.9337,0.090909,X-GRADE,001-CA2
500,RandomForest,pKd pKi pIC50,kd,17.310900000000004,301.1475139380001,0.5586780181822086,-0.029029,[-0.572 ~ 0.532],-264.655887,0.006061,X-GRADE,001-CA2
501,XGBoost,delta G,kd,3.1194866466522213,14.591577687450584,3.3447000980377197,0.364747,[-0.235 ~ 0.763],-11.871893,0.078788,X-GRADE,001-CA2
502,XGBoost,Affinity Data Value,kd,148633.545625,35195489814.707794,114470.5859375,-0.172987,[-0.662 ~ 0.419],-31047538649.941944,-0.212121,X-GRADE,001-CA2
503,XGBoost,pKd pKi pIC50,kd,16.220573024749754,264.9445358869502,1.0906749963760376,0.209096,[-0.388 ~ 0.683],-232.719598,0.321212,X-GRADE,001-CA2
504,linearRegression,delta G,all,8.227463010548108,69.76085571027122,1.3008728459780539,0.272973,[-0.329 ~ 0.717],-60.539216,0.10303,GRADE,001-CA2
505,linearRegression,Affinity Data Value,all,57256.66120132203,3428348461.0143447,12248.991370149277,0.559044,[0.01 ~ 0.849],-3024301746.542646,0.321212,GRADE,001-CA2
506,linearRegression,pKd pKi pIC50,all,16.12155976213519,261.3204763510008,0.30184495240153064,-0.297279,[-0.73 ~ 0.305],-229.52265,-0.175758,GRADE,001-CA2
507,Ridge,delta G,all,8.271525386615272,70.42849481099637,1.2788835836659636,0.278628,[-0.323 ~ 0.72],-61.128171,0.10303,GRADE,001-CA2
508,Ridge,Affinity Data Value,all,57320.477580479535,3433620693.446584,12165.444952421338,0.560065,[0.011 ~ 0.85],-3028952622.01216,0.357576,GRADE,001-CA2
509,Ridge,pKd pKi pIC50,all,16.12318727845606,261.3726492915598,0.30097045226104796,-0.298488,[-0.73 ~ 0.304],-229.568674,-0.175758,GRADE,001-CA2
510,Lasso,delta G,all,8.276743872481688,70.50860242962655,1.2679899340190204,0.273061,[-0.329 ~ 0.717],-61.198838,0.10303,GRADE,001-CA2
511,Lasso,Affinity Data Value,all,56427.43311313745,3296164179.0497837,10588.71574781577,0.529144,[-0.033 ~ 0.837],-2907695993.221756,0.490909,GRADE,001-CA2
512,Lasso,pKd pKi pIC50,all,16.136873410613678,261.80387475144005,0.2939431978807431,-0.295863,[-0.729 ~ 0.307],-229.949078,-0.175758,GRADE,001-CA2
513,ElasticNet,delta G,all,8.256838518154362,70.20525624186132,1.2847022122566685,0.275687,[-0.326 ~ 0.719],-60.931242,0.10303,GRADE,001-CA2
514,ElasticNet,Affinity Data Value,all,58610.183456740066,3476491143.452775,6429.9539561817965,0.494477,[-0.08 ~ 0.822],-3066770591.318961,0.406061,GRADE,001-CA2
515,ElasticNet,pKd pKi pIC50,all,16.127284825073637,261.5021720954119,0.29883296155975,-0.298513,[-0.73 ~ 0.304],-229.682932,-0.175758,GRADE,001-CA2
516,SVR,delta G,all,7.194234080835445,56.71275830828064,2.454619788496649,0.421474,[-0.171 ~ 0.79],-49.028898,0.345455,GRADE,001-CA2
517,SVR,Affinity Data Value,all,402.25019357393876,164836.0543342039,55.36753630902849,0.304168,[-0.298 ~ 0.733],-145408.363386,0.090909,GRADE,001-CA2
518,SVR,pKd pKi pIC50,all,16.325795330503393,268.7623897352194,0.5734352440159097,-0.629253,[-0.877 ~ -0.118],-236.0875,-0.757576,GRADE,001-CA2
519,DecisionTree,delta G,all,8.239040454104423,98.34990863892618,8.784218970465115,0.164297,[-0.427 ~ 0.657],-85.758917,0.104302,GRADE,001-CA2
