,Modeltype,Scoretype,Datatype,Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information,Time
189,XGBoost,delta G,ki,22800268.88680867,7.7036967277526855,-0.59913,[-0.658 ~ -0.533],-23.09288,slim,0.02369070053100586
190,XGBoost,Affinity Data Value,ki,1094397536377.1759,99133.265625,0.142682,[0.046 ~ 0.237],-0.030338,slim,0.028339147567749023
191,XGBoost,pKd pKi pIC50,ki,2.7748248209550015,1.4493587017059326,0.642412,[0.581 ~ 0.696],0.410982,slim,0.014734506607055664
192,linearRegression,delta G,kd,22768840.180772275,4.093531217260086,-0.573865,[-0.636 ~ -0.504],-23.059669,slim,0.003577709197998047
193,linearRegression,Affinity Data Value,kd,1086920517326.6956,47335.79004821161,0.260715,[0.167 ~ 0.349],-0.023298,slim,0.0037424564361572266
194,linearRegression,pKd pKi pIC50,kd,3.2900494624316776,0.9217219894149385,0.621304,[0.557 ~ 0.678],0.301614,slim,0.0033833980560302734
195,Ridge,delta G,kd,22770506.73450472,3.8665878624217314,-0.588594,[-0.649 ~ -0.521],-23.06143,slim,0.0038394927978515625
196,Ridge,Affinity Data Value,kd,1086352232905.5267,46350.85723314235,0.267054,[0.174 ~ 0.355],-0.022763,slim,0.003647327423095703
197,Ridge,pKd pKi pIC50,kd,3.282941866227467,0.9147814740789901,0.623235,[0.56 ~ 0.68],0.303123,slim,0.0035009384155273438
198,Lasso,delta G,kd,22770231.81136063,3.8874757563669755,-0.589151,[-0.649 ~ -0.522],-23.06114,slim,0.003592252731323242
199,Lasso,Affinity Data Value,kd,1084703101395.6421,43078.34136334745,0.290979,[0.199 ~ 0.378],-0.021211,slim,0.0035288333892822266
200,Lasso,pKd pKi pIC50,kd,3.2594017966839313,0.8902101824316773,0.63022,[0.568 ~ 0.686],0.308119,slim,0.0035398006439208984
201,ElasticNet,delta G,kd,22770023.082870446,3.927121814185501,-0.585169,[-0.646 ~ -0.517],-23.060919,slim,0.003658294677734375
202,ElasticNet,Affinity Data Value,kd,1094805312126.0776,19923.181682352042,0.328338,[0.238 ~ 0.413],-0.030721,slim,0.0038666725158691406
203,ElasticNet,pKd pKi pIC50,kd,3.2607547503528433,0.8914768357708256,0.629769,[0.567 ~ 0.685],0.307832,slim,0.0033216476440429688
204,SVR,delta G,kd,22775971.191385515,4.331688298349479,-0.6186,[-0.675 ~ -0.554],-23.067204,slim,0.059729576110839844
205,SVR,Affinity Data Value,kd,1131427553545.7158,48.645249156258274,0.37974,[0.293 ~ 0.46],-0.0652,slim,0.059683799743652344
206,SVR,pKd pKi pIC50,kd,3.0191758555026005,1.097643791792432,0.620332,[0.556 ~ 0.677],0.359113,slim,0.05649304389953613
207,DecisionTree,delta G,kd,22776772.938869428,9.995942370269914,-0.331428,[-0.416 ~ -0.242],-23.068052,slim,0.004146575927734375
208,DecisionTree,Affinity Data Value,kd,1125257864774.2039,149030.1108919975,0.028794,[-0.069 ~ 0.126],-0.059391,slim,0.0043065547943115234
209,DecisionTree,pKd pKi pIC50,kd,4.587463859649123,1.7738167982789461,0.443254,[0.361 ~ 0.518],0.026209,slim,0.004035234451293945
210,RandomForest,delta G,kd,22776364.294284444,4.578078837377504,-0.677128,[-0.727 ~ -0.621],-23.06762,slim,0.04631638526916504
211,RandomForest,Affinity Data Value,kd,1061033780270.9452,134059.56378141465,0.205629,[0.11 ~ 0.297],0.001073,slim,0.048193931579589844
212,RandomForest,pKd pKi pIC50,kd,2.8588219895789466,1.022376764016024,0.670684,[0.613 ~ 0.721],0.393151,slim,0.04720735549926758
213,XGBoost,delta G,kd,22775031.68452702,6.61332893371582,-0.546043,[-0.611 ~ -0.474],-23.066212,slim,0.015354156494140625
214,XGBoost,Affinity Data Value,kd,1118347263417.696,141405.140625,0.022673,[-0.075 ~ 0.12],-0.052885,slim,0.014622211456298828
215,XGBoost,pKd pKi pIC50,kd,3.2339790022369796,1.3281989097595215,0.576502,[0.507 ~ 0.638],0.313516,slim,0.017618179321289062
