,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information
187,ElasticNet,delta G,all,4672.65779091792,22783980.848926347,3.950375467863601,-0.505545,[-0.575 ~ -0.429],-23.075668,slim size15 r regression
188,SVR,delta G,all,4672.296376200179,22781046.036734127,3.934947969961793,-0.565353,[-0.628 ~ -0.495],-23.072567,slim size15 r regression
189,DecisionTree,delta G,all,4671.4713131188255,22774791.992156766,9.861949813762068,-0.297155,[-0.384 ~ -0.205],-23.065958,slim size15 r regression
190,RandomForest,delta G,all,4672.129778859853,22781115.316770725,4.583601411641329,-0.667061,[-0.718 ~ -0.609],-23.07264,slim size15 r regression
191,XGBoost,delta G,all,4671.767601786562,22778090.69154305,6.8637189865112305,-0.470432,[-0.543 ~ -0.391],-23.069444,slim size15 r regression
192,linearRegression,delta G,all,4673.307440219138,22789561.384235397,3.8624876794772818,-0.451794,[-0.526 ~ -0.37],-23.081565,final size15 mutual info regression
193,Ridge,delta G,all,4673.314658293794,22789618.33002855,3.8538643558684993,-0.451411,[-0.526 ~ -0.37],-23.081625,final size15 mutual info regression
194,Lasso,delta G,all,4673.38830849627,22790267.456691682,3.8152325480617932,-0.450733,[-0.525 ~ -0.369],-23.082311,final size15 mutual info regression
195,ElasticNet,delta G,all,4673.353845769665,22789943.06059755,3.818774676868296,-0.450004,[-0.525 ~ -0.369],-23.081968,final size15 mutual info regression
196,SVR,delta G,all,4673.238093100011,22789202.264005315,3.7823952944947634,-0.50072,[-0.57 ~ -0.424],-23.081185,final size15 mutual info regression
197,DecisionTree,delta G,all,4674.212257523332,22801580.13815633,11.237947130649966,-0.313052,[-0.399 ~ -0.222],-23.094265,final size15 mutual info regression
198,RandomForest,delta G,all,4673.687805853138,22793942.062545493,4.543927050167258,-0.476756,[-0.549 ~ -0.398],-23.086194,final size15 mutual info regression
199,XGBoost,delta G,all,4673.624280118508,22793662.062805433,6.858146667480469,-0.337418,[-0.421 ~ -0.248],-23.085898,final size15 mutual info regression
200,linearRegression,delta G,all,4672.990705503092,22787651.334650494,3.7947458932275717,-0.60218,[-0.661 ~ -0.536],-23.079547,GAP size15 mutual info regression
201,Ridge,delta G,all,4673.009087692044,22787805.93161542,3.7866881738424545,-0.601134,[-0.66 ~ -0.535],-23.07971,GAP size15 mutual info regression
202,Lasso,delta G,all,4673.02319801954,22787936.72273635,3.770021954227411,-0.603661,[-0.662 ~ -0.538],-23.079848,GAP size15 mutual info regression
203,ElasticNet,delta G,all,4673.0323459629035,22788006.099622294,3.772181408828122,-0.601117,[-0.66 ~ -0.535],-23.079922,GAP size15 mutual info regression
204,SVR,delta G,all,4673.139153327983,22789823.65745634,4.11892739720007,-0.652409,[-0.705 ~ -0.593],-23.081842,GAP size15 mutual info regression
205,DecisionTree,delta G,all,4672.731207809901,22786020.47274016,10.1715336847483,-0.260296,[-0.349 ~ -0.167],-23.077823,GAP size15 mutual info regression
206,RandomForest,delta G,all,4672.530157275948,22785030.701429557,5.156704450499576,-0.609711,[-0.668 ~ -0.544],-23.076777,GAP size15 mutual info regression
207,XGBoost,delta G,all,4671.290162490526,22774259.420919344,7.529483318328857,-0.471151,[-0.544 ~ -0.392],-23.065396,GAP size15 mutual info regression
208,linearRegression,delta G,all,4672.813646291415,22785855.07924734,3.8393884197395827,-0.57619,[-0.638 ~ -0.507],-23.077649,slim size15 mutual info regression
209,Ridge,delta G,all,4672.815467879824,22785871.63227304,3.8367053738603287,-0.576533,[-0.638 ~ -0.507],-23.077666,slim size15 mutual info regression
210,Lasso,delta G,all,4672.841915093595,22786114.083047256,3.819918308424357,-0.578449,[-0.64 ~ -0.51],-23.077922,slim size15 mutual info regression
211,ElasticNet,delta G,all,4672.826534622016,22785972.589994293,3.8247126711993586,-0.578021,[-0.64 ~ -0.509],-23.077773,slim size15 mutual info regression
212,SVR,delta G,all,4672.737395912476,22786312.09261202,4.394858633251802,-0.639616,[-0.694 ~ -0.578],-23.078131,slim size15 mutual info regression
213,DecisionTree,delta G,all,4671.638336329863,22775918.331540026,9.476927827205056,-0.286083,[-0.373 ~ -0.194],-23.067148,slim size15 mutual info regression
214,RandomForest,delta G,all,4672.433110307221,22784327.23940645,4.85130636870175,-0.66997,[-0.72 ~ -0.612],-23.076034,slim size15 mutual info regression
215,XGBoost,delta G,all,4672.133674295204,22782151.8851235,6.737869739532471,-0.528219,[-0.595 ~ -0.454],-23.073735,slim size15 mutual info regression
216,linearRegression,delta G,all,4673.79262559935,22793083.519557588,4.588447087917143,-0.266161,[-0.355 ~ -0.173],-23.085287,final size20 f regression
217,Ridge,delta G,all,4673.759164177017,22792819.185204644,4.406678700023074,-0.282981,[-0.37 ~ -0.191],-23.085007,final size20 f regression
218,Lasso,delta G,all,4673.711766500003,22792602.657354686,3.8916171022483215,-0.350916,[-0.434 ~ -0.262],-23.084779,final size20 f regression
219,ElasticNet,delta G,all,4673.704461978546,22792489.884497043,3.8529027335716615,-0.348546,[-0.431 ~ -0.26],-23.08466,final size20 f regression
220,SVR,delta G,all,4673.327953865739,22789279.87509718,3.7069152461647787,-0.405301,[-0.484 ~ -0.32],-23.081268,final size20 f regression
221,DecisionTree,delta G,all,4672.116588209612,22779358.340962145,11.491440813518762,-0.188033,[-0.281 ~ -0.092],-23.070783,final size20 f regression
222,RandomForest,delta G,all,4673.805579930565,22794467.76831867,5.702027877089817,-0.327008,[-0.412 ~ -0.237],-23.08675,final size20 f regression
223,XGBoost,delta G,all,4673.841224103836,22794945.50340934,7.234776973724365,-0.266589,[-0.355 ~ -0.173],-23.087254,final size20 f regression
224,linearRegression,delta G,all,4673.7725620469255,22792950.582270224,4.635655177775101,-0.269457,[-0.358 ~ -0.176],-23.085146,GAP size20 f regression
225,Ridge,delta G,all,4673.74192425634,22792712.420838792,4.451084783640539,-0.286393,[-0.374 ~ -0.194],-23.084895,GAP size20 f regression
226,Lasso,delta G,all,4673.690443539409,22792462.07584871,3.924973393752506,-0.355591,[-0.438 ~ -0.267],-23.08463,GAP size20 f regression
227,ElasticNet,delta G,all,4673.679537344238,22792329.042477947,3.8948773216995325,-0.354267,[-0.437 ~ -0.266],-23.08449,GAP size20 f regression
228,SVR,delta G,all,4673.255344010712,22788960.78844509,3.9656180241378083,-0.425207,[-0.502 ~ -0.342],-23.08093,GAP size20 f regression
229,DecisionTree,delta G,all,4672.541328553459,22784265.378928524,11.606262929686629,-0.227594,[-0.318 ~ -0.133],-23.075969,GAP size20 f regression
230,RandomForest,delta G,all,4673.432950634568,22791512.881956745,5.652515096746435,-0.37795,[-0.459 ~ -0.291],-23.083627,GAP size20 f regression
231,XGBoost,delta G,all,4673.9403822288,22796601.817944728,7.580471515655518,-0.30354,[-0.39 ~ -0.212],-23.089005,GAP size20 f regression
232,linearRegression,delta G,all,4672.4846248654485,22783452.510354288,4.759771173724704,-0.53651,[-0.603 ~ -0.463],-23.07511,slim size20 f regression
233,Ridge,delta G,all,4672.502666132626,22783610.82005341,4.742381715812889,-0.53738,[-0.603 ~ -0.464],-23.075277,slim size20 f regression
234,Lasso,delta G,all,4672.5680177361855,22784175.20617499,4.672078892014261,-0.540443,[-0.606 ~ -0.467],-23.075873,slim size20 f regression
235,ElasticNet,delta G,all,4672.594385335029,22784412.977750503,4.653728721008296,-0.541639,[-0.607 ~ -0.469],-23.076125,slim size20 f regression
236,SVR,delta G,all,4673.171248191803,22789826.996279392,4.043585629054954,-0.626939,[-0.683 ~ -0.564],-23.081846,slim size20 f regression
237,DecisionTree,delta G,all,4671.634158908981,22776683.903944883,10.167975925980246,-0.306626,[-0.393 ~ -0.215],-23.067957,slim size20 f regression
238,RandomForest,delta G,all,4673.139134624422,22790339.376400027,4.805311881458329,-0.613745,[-0.671 ~ -0.549],-23.082387,slim size20 f regression
239,XGBoost,delta G,all,4672.13452945695,22781882.84359786,7.14640474319458,-0.47769,[-0.55 ~ -0.399],-23.073451,slim size20 f regression
240,linearRegression,delta G,all,4672.70929178596,22780455.24268173,2.634682746470035,0.021981,[-0.076 ~ 0.119],-23.071943,final size20 r regression
241,Ridge,delta G,all,4672.6844143946455,22780270.789222635,2.353100234229405,0.013813,[-0.084 ~ 0.111],-23.071748,final size20 r regression
242,Lasso,delta G,all,4672.640543746748,22780073.32432457,1.3311259621182212,-0.059096,[-0.156 ~ 0.039],-23.071539,final size20 r regression
243,ElasticNet,delta G,all,4672.658907144399,22780131.982198674,1.8110862956757472,-0.010951,[-0.108 ~ 0.087],-23.071601,final size20 r regression
244,SVR,delta G,all,4673.007287391974,22783780.486294944,1.4658271690163391,-0.151609,[-0.246 ~ -0.055],-23.075456,final size20 r regression
245,DecisionTree,delta G,all,4673.048883161542,22787383.920785304,9.765333140731322,-0.187049,[-0.28 ~ -0.091],-23.079264,final size20 r regression
246,RandomForest,delta G,all,4672.597340925711,22781669.583020434,5.123111491926198,-0.21355,[-0.305 ~ -0.118],-23.073226,final size20 r regression
247,XGBoost,delta G,all,4672.339009462163,22778287.10771181,6.422867298126221,-0.091641,[-0.188 ~ 0.006],-23.069652,final size20 r regression
248,linearRegression,delta G,all,4672.400923314223,22778492.580385238,3.2175496379471213,-0.128271,[-0.223 ~ -0.031],-23.069869,GAP size20 r regression
249,Ridge,delta G,all,4672.380133826385,22778342.458449923,3.0038561077320334,-0.145178,[-0.239 ~ -0.048],-23.06971,GAP size20 r regression
250,Lasso,delta G,all,4672.352240095562,22778287.35473453,2.267610309091468,-0.239785,[-0.33 ~ -0.146],-23.069652,GAP size20 r regression
251,ElasticNet,delta G,all,4672.354976127786,22778196.120123655,2.6286677810191663,-0.183666,[-0.276 ~ -0.088],-23.069555,GAP size20 r regression
252,SVR,delta G,all,4672.445025780484,22779770.47170299,2.522791704366994,-0.340793,[-0.424 ~ -0.252],-23.071219,GAP size20 r regression
253,DecisionTree,delta G,all,4672.772767650701,22783664.558955934,10.47490340517024,-0.117794,[-0.213 ~ -0.02],-23.075334,GAP size20 r regression
254,RandomForest,delta G,all,4672.436401483336,22780102.233134255,4.501914240768408,-0.236465,[-0.327 ~ -0.142],-23.07157,GAP size20 r regression
255,XGBoost,delta G,all,4672.468589674364,22780506.881079517,6.712899208068848,-0.164635,[-0.258 ~ -0.068],-23.071997,GAP size20 r regression
256,linearRegression,delta G,all,4672.656776754319,22785379.12727358,4.279502375331706,-0.635414,[-0.69 ~ -0.573],-23.077146,slim size20 r regression
257,Ridge,delta G,all,4672.671874297695,22785484.293324884,4.24954219800346,-0.635579,[-0.69 ~ -0.574],-23.077257,slim size20 r regression
258,Lasso,delta G,all,4672.679817949672,22785567.31425064,4.2522056362030956,-0.63624,[-0.691 ~ -0.574],-23.077344,slim size20 r regression
259,ElasticNet,delta G,all,4672.674375282791,22785509.96987144,4.2505643636357675,-0.635704,[-0.69 ~ -0.574],-23.077284,slim size20 r regression
260,SVR,delta G,all,4672.117989314506,22781140.101730496,4.710492918969236,-0.663688,[-0.715 ~ -0.605],-23.072666,slim size20 r regression
261,DecisionTree,delta G,all,4672.961780519666,22791431.28988502,10.524945192050872,-0.410201,[-0.488 ~ -0.326],-23.083541,slim size20 r regression
262,RandomForest,delta G,all,4672.359617312386,22784575.533850748,5.326863766972599,-0.699915,[-0.747 ~ -0.646],-23.076296,slim size20 r regression
263,XGBoost,delta G,all,4672.245095722701,22783773.237871636,6.984273910522461,-0.552031,[-0.616 ~ -0.48],-23.075449,slim size20 r regression
264,linearRegression,delta G,all,4673.721817996704,22793078.745164625,3.6528493490161935,-0.427875,[-0.504 ~ -0.345],-23.085282,final size20 mutual info regression
265,Ridge,delta G,all,4673.727950212826,22793132.338535998,3.639028355026258,-0.428988,[-0.505 ~ -0.346],-23.085338,final size20 mutual info regression
266,Lasso,delta G,all,4673.817613547272,22793893.355835903,3.553135739540532,-0.428293,[-0.505 ~ -0.345],-23.086143,final size20 mutual info regression
267,ElasticNet,delta G,all,4673.767046901522,22793459.40214515,3.559485552491234,-0.433114,[-0.509 ~ -0.35],-23.085684,final size20 mutual info regression
268,SVR,delta G,all,4673.681429204924,22793265.02861551,3.6804426684376277,-0.503376,[-0.573 ~ -0.427],-23.085479,final size20 mutual info regression
269,DecisionTree,delta G,all,4672.344689484708,22781057.572084278,10.21331333691584,-0.191208,[-0.284 ~ -0.095],-23.072579,final size20 mutual info regression
270,RandomForest,delta G,all,4673.552017425336,22793368.488964193,4.735763741479492,-0.532752,[-0.599 ~ -0.459],-23.085588,final size20 mutual info regression
271,XGBoost,delta G,all,4673.43565213846,22793550.04817778,7.112111568450928,-0.444435,[-0.52 ~ -0.363],-23.08578,final size20 mutual info regression
272,linearRegression,delta G,all,4672.283002854918,22781667.03511803,3.9984514848828696,-0.652199,[-0.705 ~ -0.592],-23.073223,GAP size20 mutual info regression
273,Ridge,delta G,all,4672.314970470555,22781950.301432066,3.989378283015681,-0.651701,[-0.705 ~ -0.592],-23.073522,GAP size20 mutual info regression
274,Lasso,delta G,all,4672.354402821634,22782291.38961869,3.9586991697448752,-0.653226,[-0.706 ~ -0.593],-23.073883,GAP size20 mutual info regression
275,ElasticNet,delta G,all,4672.448945917956,22783105.64381675,3.9226994745063157,-0.650187,[-0.703 ~ -0.59],-23.074743,GAP size20 mutual info regression
276,SVR,delta G,all,4672.434927737941,22783577.138549443,4.403369552469967,-0.649071,[-0.702 ~ -0.589],-23.075241,GAP size20 mutual info regression
277,DecisionTree,delta G,all,4672.15665820776,22784071.69973109,10.596687455514392,-0.415323,[-0.493 ~ -0.331],-23.075764,GAP size20 mutual info regression
278,RandomForest,delta G,all,4672.444399247198,22784674.78302744,5.411223285949789,-0.623091,[-0.679 ~ -0.559],-23.076401,GAP size20 mutual info regression
279,XGBoost,delta G,all,4671.672036939947,22777550.7152114,7.598409652709961,-0.4481,[-0.523 ~ -0.366],-23.068873,GAP size20 mutual info regression
280,linearRegression,delta G,all,4672.442015742669,22782992.562195595,4.159280557828573,-0.606997,[-0.665 ~ -0.541],-23.074624,slim size20 mutual info regression
281,Ridge,delta G,all,4672.443873187069,22783007.624602992,4.155969591197636,-0.6072,[-0.665 ~ -0.542],-23.07464,slim size20 mutual info regression
282,Lasso,delta G,all,4672.483246175281,22783359.675878517,4.130675038323122,-0.608967,[-0.667 ~ -0.544],-23.075012,slim size20 mutual info regression
283,ElasticNet,delta G,all,4672.458744896657,22783135.019221134,4.138878108478084,-0.608287,[-0.666 ~ -0.543],-23.074774,slim size20 mutual info regression
284,SVR,delta G,all,4672.561472542598,22785496.28182328,4.790254800378141,-0.6753,[-0.725 ~ -0.618],-23.077269,slim size20 mutual info regression
285,DecisionTree,delta G,all,4671.908462121168,22780071.966604028,10.586118843471032,-0.334153,[-0.418 ~ -0.244],-23.071538,slim size20 mutual info regression
286,RandomForest,delta G,all,4672.188025370295,22782297.78359987,5.093695853994649,-0.664159,[-0.715 ~ -0.606],-23.07389,slim size20 mutual info regression
287,XGBoost,delta G,all,4671.925031277155,22781412.06664895,7.141195774078369,-0.585054,[-0.646 ~ -0.517],-23.072954,slim size20 mutual info regression
288,linearRegression,delta G,all,4673.758325151164,22792879.814878225,4.52813670140032,-0.28304,[-0.37 ~ -0.191],-23.085072,final size25 f regression
289,Ridge,delta G,all,4673.731855362089,22792675.28774201,4.366400791381333,-0.298743,[-0.385 ~ -0.207],-23.084855,final size25 f regression
290,Lasso,delta G,all,4673.723275153811,22792804.148299944,3.888199723297614,-0.363642,[-0.445 ~ -0.276],-23.084992,final size25 f regression
291,ElasticNet,delta G,all,4673.700988656855,22792527.625959415,3.9628861281667684,-0.347867,[-0.431 ~ -0.259],-23.084699,final size25 f regression
292,SVR,delta G,all,4673.333913501146,22789346.908316597,3.6870602602217435,-0.409084,[-0.487 ~ -0.324],-23.081338,final size25 f regression
293,DecisionTree,delta G,all,4673.488130095776,22793247.2737021,11.586181572235734,-0.233912,[-0.324 ~ -0.139],-23.08546,final size25 f regression
294,RandomForest,delta G,all,4673.508868692584,22791663.43942782,5.42369099169599,-0.341157,[-0.425 ~ -0.252],-23.083786,final size25 f regression
295,XGBoost,delta G,all,4673.896158752927,22795692.248057857,7.593114852905273,-0.269436,[-0.358 ~ -0.176],-23.088043,final size25 f regression
296,linearRegression,delta G,all,4673.739452444979,22792744.97685417,4.563094333749742,-0.285519,[-0.373 ~ -0.193],-23.084929,GAP size25 f regression
297,Ridge,delta G,all,4673.710368209925,22792520.45105097,4.401043267885903,-0.30173,[-0.388 ~ -0.21],-23.084692,GAP size25 f regression
298,Lasso,delta G,all,4673.684412215895,22792498.796809483,3.93026075127274,-0.367282,[-0.449 ~ -0.28],-23.084669,GAP size25 f regression
299,ElasticNet,delta G,all,4673.668955422798,22792316.114016153,3.928502895007847,-0.36245,[-0.444 ~ -0.275],-23.084476,GAP size25 f regression
300,SVR,delta G,all,4673.314213445859,22789471.89371447,3.9436415458932084,-0.4225,[-0.5 ~ -0.339],-23.08147,GAP size25 f regression
301,DecisionTree,delta G,all,4672.818509106998,22786529.193200964,10.971746318740097,-0.22613,[-0.317 ~ -0.131],-23.078361,GAP size25 f regression
302,RandomForest,delta G,all,4673.298144331687,22790393.995404903,5.494290127815657,-0.4022,[-0.481 ~ -0.317],-23.082445,GAP size25 f regression
303,XGBoost,delta G,all,4673.705787441169,22794160.36462826,7.276436805725098,-0.298986,[-0.385 ~ -0.207],-23.086425,GAP size25 f regression
304,linearRegression,delta G,all,4671.950315266415,22778776.23450975,4.921881660985708,-0.551731,[-0.616 ~ -0.48],-23.070168,slim size25 f regression
305,Ridge,delta G,all,4671.972784164494,22778972.608699378,4.898665132407904,-0.552946,[-0.617 ~ -0.481],-23.070376,slim size25 f regression
306,Lasso,delta G,all,4672.091691512396,22780008.19665882,4.776206505493554,-0.559127,[-0.623 ~ -0.488],-23.07147,slim size25 f regression
