,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information
8227,ElasticNet,Affinity Data Value,ki,278609.6378730895,1109184953350.6965,8493.071256194693,0.33999,[0.251 ~ 0.424],-0.044259,slim size20 r regression
8228,SVR,Affinity Data Value,ki,263948.0525514403,1131785903929.3079,26.692122740454195,0.272663,[0.18 ~ 0.361],-0.065537,slim size20 r regression
8229,DecisionTree,Affinity Data Value,ki,268577.9429757895,1064746229852.7368,180873.96405376215,0.212731,[0.118 ~ 0.304],-0.002422,slim size20 r regression
8230,RandomForest,Affinity Data Value,ki,272397.5761614245,1078167820160.6288,95368.04783785348,0.213009,[0.118 ~ 0.304],-0.015058,slim size20 r regression
8231,XGBoost,Affinity Data Value,ki,277830.89071776305,1086612557978.6619,97473.1015625,0.191936,[0.096 ~ 0.284],-0.023008,slim size20 r regression
8232,linearRegression,Affinity Data Value,ki,275164.193907792,1100013629180.3328,33338.90071443097,0.325056,[0.235 ~ 0.41],-0.035625,final size20 mutual info regression
8233,Ridge,Affinity Data Value,ki,274396.6016731644,1099493250045.2527,31788.164187858907,0.334008,[0.244 ~ 0.418],-0.035135,final size20 mutual info regression
8234,Lasso,Affinity Data Value,ki,273576.86243062426,1098920800225.1368,27100.41725055714,0.350914,[0.262 ~ 0.434],-0.034596,final size20 mutual info regression
8235,ElasticNet,Affinity Data Value,ki,275247.98846800096,1106637494763.1995,17019.71184312904,0.302832,[0.211 ~ 0.389],-0.041861,final size20 mutual info regression
8236,SVR,Affinity Data Value,ki,263938.9606749178,1131759625289.7097,55.97362095844321,0.335122,[0.246 ~ 0.419],-0.065513,final size20 mutual info regression
8237,DecisionTree,Affinity Data Value,ki,282596.4839652631,1115027303073.7908,86384.06573633988,0.045891,[-0.052 ~ 0.143],-0.04976,final size20 mutual info regression
8238,RandomForest,Affinity Data Value,ki,269150.0748755508,1057619870359.8068,72772.83819331032,0.399458,[0.314 ~ 0.478],0.004287,final size20 mutual info regression
8239,XGBoost,Affinity Data Value,ki,278630.5786316334,1040968393461.5134,124697.03125,0.34378,[0.255 ~ 0.427],0.019964,final size20 mutual info regression
8240,linearRegression,Affinity Data Value,ki,275109.9331750968,1092750072431.8982,35456.77282941969,0.343723,[0.255 ~ 0.427],-0.028786,GAP size20 mutual info regression
8241,Ridge,Affinity Data Value,ki,275336.19779335806,1092476653701.0969,35110.80482647261,0.342838,[0.254 ~ 0.426],-0.028529,GAP size20 mutual info regression
8242,Lasso,Affinity Data Value,ki,276741.8450037074,1095759781677.5342,27310.593931543935,0.333966,[0.244 ~ 0.418],-0.03162,GAP size20 mutual info regression
8243,ElasticNet,Affinity Data Value,ki,276415.8119753972,1103260114562.4958,19004.430936542638,0.318596,[0.228 ~ 0.404],-0.038681,GAP size20 mutual info regression
8244,SVR,Affinity Data Value,ki,263933.69645928993,1131749396309.3894,65.71781145067851,0.34021,[0.251 ~ 0.424],-0.065503,GAP size20 mutual info regression
8245,DecisionTree,Affinity Data Value,ki,297871.88149157894,1166905005914.549,237515.99134908844,-0.006736,[-0.104 ~ 0.091],-0.098601,GAP size20 mutual info regression
8246,RandomForest,Affinity Data Value,ki,276474.02685190877,1079953535457.1489,103211.33999634962,0.180968,[0.085 ~ 0.274],-0.016739,GAP size20 mutual info regression
8247,XGBoost,Affinity Data Value,ki,270657.3142233709,1069948047417.8175,90910.0390625,0.29759,[0.206 ~ 0.384],-0.007319,GAP size20 mutual info regression
8248,linearRegression,Affinity Data Value,ki,275373.17152446206,1094796183808.7721,38391.7299166362,0.332891,[0.243 ~ 0.417],-0.030713,slim size20 mutual info regression
8249,Ridge,Affinity Data Value,ki,275067.0089463451,1094668030179.1952,37604.13542015808,0.337061,[0.248 ~ 0.421],-0.030592,slim size20 mutual info regression
8250,Lasso,Affinity Data Value,ki,273549.23213158274,1094719987539.2191,34082.49626631668,0.354036,[0.266 ~ 0.437],-0.030641,slim size20 mutual info regression
8251,ElasticNet,Affinity Data Value,ki,276612.647936931,1102684823848.0244,18496.575304661943,0.329957,[0.24 ~ 0.414],-0.03814,slim size20 mutual info regression
8252,SVR,Affinity Data Value,ki,263931.4963328488,1131748082219.4343,60.59584708903567,0.345143,[0.256 ~ 0.428],-0.065502,slim size20 mutual info regression
8253,DecisionTree,Affinity Data Value,ki,284612.9711161403,1113195111998.1653,200869.74140145697,0.090103,[-0.008 ~ 0.186],-0.048035,slim size20 mutual info regression
8254,RandomForest,Affinity Data Value,ki,272377.62095471576,1084549735970.5627,100076.88322322509,0.169338,[0.073 ~ 0.263],-0.021066,slim size20 mutual info regression
8255,XGBoost,Affinity Data Value,ki,272800.4184860377,1074196716155.2134,109758.703125,0.24708,[0.153 ~ 0.337],-0.011319,slim size20 mutual info regression
8256,linearRegression,Affinity Data Value,ki,279720.1153830887,1103180527839.3604,52389.438003346884,0.19533,[0.1 ~ 0.287],-0.038606,final size25 f regression
8257,Ridge,Affinity Data Value,ki,281954.3814925432,1098900703865.0167,73934.25312260324,0.168292,[0.072 ~ 0.262],-0.034577,final size25 f regression
8258,Lasso,Affinity Data Value,ki,279598.51154867205,1094443290815.2382,69790.36196570379,0.170792,[0.074 ~ 0.264],-0.030381,final size25 f regression
8259,ElasticNet,Affinity Data Value,ki,277126.70467071835,1104899561856.0571,26072.49441569137,0.216912,[0.122 ~ 0.308],-0.040225,final size25 f regression
8260,SVR,Affinity Data Value,ki,263937.5645885869,1131758754889.886,61.79264303147574,0.289866,[0.198 ~ 0.377],-0.065512,final size25 f regression
8261,DecisionTree,Affinity Data Value,ki,297502.9883407018,1112436999843.659,120703.07928672286,0.043386,[-0.054 ~ 0.14],-0.047321,final size25 f regression
8262,RandomForest,Affinity Data Value,ki,270867.8058343825,1055465492842.2395,76085.88602531797,0.398363,[0.313 ~ 0.477],0.006316,final size25 f regression
8263,XGBoost,Affinity Data Value,ki,284043.6091579982,1078070674663.5941,93835.6640625,0.230161,[0.136 ~ 0.321],-0.014966,final size25 f regression
8264,linearRegression,Affinity Data Value,ki,278553.8999729284,1097439640820.2842,51742.244883773354,0.209984,[0.115 ~ 0.301],-0.033202,GAP size25 f regression
8265,Ridge,Affinity Data Value,ki,281340.0406975813,1093364326163.4915,73680.13581858379,0.179312,[0.083 ~ 0.272],-0.029365,GAP size25 f regression
8266,Lasso,Affinity Data Value,ki,281093.4445838486,1091492027750.286,75427.33341317879,0.181714,[0.086 ~ 0.274],-0.027602,GAP size25 f regression
8267,ElasticNet,Affinity Data Value,ki,277845.8741009842,1102122032594.4797,27112.840803229676,0.240274,[0.146 ~ 0.33],-0.03761,GAP size25 f regression
8268,SVR,Affinity Data Value,ki,263932.1748733222,1131746106176.7102,67.95956205550259,0.316045,[0.225 ~ 0.401],-0.0655,GAP size25 f regression
8269,DecisionTree,Affinity Data Value,ki,288139.7447301754,1083662792379.5568,210839.039550976,0.149095,[0.052 ~ 0.243],-0.020231,GAP size25 f regression
8270,RandomForest,Affinity Data Value,ki,274633.2110828351,1058540022968.2333,100009.24318668335,0.28927,[0.197 ~ 0.376],0.003421,GAP size25 f regression
8271,XGBoost,Affinity Data Value,ki,284729.38475713675,1077327574759.5656,105940.5390625,0.201853,[0.106 ~ 0.294],-0.014267,GAP size25 f regression
8272,linearRegression,Affinity Data Value,ki,276399.8290527458,1093637752794.5868,39713.45779868196,0.334152,[0.244 ~ 0.418],-0.029622,slim size25 f regression
8273,Ridge,Affinity Data Value,ki,276044.68325435824,1093722416210.9855,39054.677004714664,0.338506,[0.249 ~ 0.422],-0.029702,slim size25 f regression
8274,Lasso,Affinity Data Value,ki,274101.2179861112,1094529061139.5198,35553.87593803508,0.353905,[0.265 ~ 0.436],-0.030461,slim size25 f regression
8275,ElasticNet,Affinity Data Value,ki,276476.74274634355,1102054966509.0588,19216.768480788123,0.337727,[0.248 ~ 0.421],-0.037547,slim size25 f regression
8276,SVR,Affinity Data Value,ki,263934.6156441389,1131754196117.2039,55.6117574639795,0.34994,[0.261 ~ 0.433],-0.065508,slim size25 f regression
8277,DecisionTree,Affinity Data Value,ki,279823.6196494737,1113573702518.516,103081.78941929982,0.061763,[-0.036 ~ 0.158],-0.048391,slim size25 f regression
8278,RandomForest,Affinity Data Value,ki,274159.4799638807,1079435501078.2268,121010.25418196745,0.168745,[0.072 ~ 0.262],-0.016251,slim size25 f regression
8279,XGBoost,Affinity Data Value,ki,282364.77280091523,1098327899598.3368,94954.1171875,0.13965,[0.043 ~ 0.234],-0.034038,slim size25 f regression
8280,linearRegression,Affinity Data Value,ki,282344.69154660637,1105703849102.9282,54549.7556513966,0.129109,[0.032 ~ 0.224],-0.040982,final size25 r regression
8281,Ridge,Affinity Data Value,ki,284424.82437450177,1101188979524.3418,72819.7658702232,0.127414,[0.03 ~ 0.222],-0.036731,final size25 r regression
8282,Lasso,Affinity Data Value,ki,283032.5428759247,1095801864784.3105,63863.86867686072,0.148855,[0.052 ~ 0.243],-0.03166,final size25 r regression
8283,ElasticNet,Affinity Data Value,ki,281191.5183495651,1110546513842.3157,22673.820696163053,0.096354,[-0.001 ~ 0.192],-0.045541,final size25 r regression
8284,SVR,Affinity Data Value,ki,263947.13535789266,1131781786107.2742,34.23091500371126,0.209368,[0.114 ~ 0.301],-0.065534,final size25 r regression
8285,DecisionTree,Affinity Data Value,ki,275843.9257161404,1117212540806.1956,84244.69075289831,0.043248,[-0.055 ~ 0.14],-0.051817,final size25 r regression
8286,RandomForest,Affinity Data Value,ki,269345.36007090175,1079765831794.8544,66627.92567277064,0.295593,[0.204 ~ 0.382],-0.016562,final size25 r regression
8287,XGBoost,Affinity Data Value,ki,271189.9627939581,1097628346676.4373,71760.2265625,0.192022,[0.096 ~ 0.284],-0.033379,final size25 r regression
8288,linearRegression,Affinity Data Value,ki,283049.290393795,1102574196364.8333,55436.23877868388,0.146834,[0.05 ~ 0.241],-0.038036,GAP size25 r regression
8289,Ridge,Affinity Data Value,ki,285166.97411689244,1098125233578.2635,73576.08042395192,0.140903,[0.044 ~ 0.235],-0.033847,GAP size25 r regression
8290,Lasso,Affinity Data Value,ki,283845.0193284414,1092740550460.6277,64775.80124541154,0.163187,[0.067 ~ 0.257],-0.028778,GAP size25 r regression
8291,ElasticNet,Affinity Data Value,ki,281123.6390141678,1110017301835.483,22779.411627949925,0.105144,[0.008 ~ 0.201],-0.045043,GAP size25 r regression
8292,SVR,Affinity Data Value,ki,263947.60383860534,1131781836399.8896,34.59548397070698,0.21653,[0.121 ~ 0.308],-0.065534,GAP size25 r regression
8293,DecisionTree,Affinity Data Value,ki,268928.1217968421,1102038459261.8245,63244.494073034984,0.173038,[0.077 ~ 0.266],-0.037531,GAP size25 r regression
8294,RandomForest,Affinity Data Value,ki,273799.4658871158,1090471279827.8851,118670.14498186152,0.153675,[0.057 ~ 0.248],-0.026641,GAP size25 r regression
8295,XGBoost,Affinity Data Value,ki,284479.30894471373,1137872078376.2456,239133.046875,0.064727,[-0.033 ~ 0.161],-0.071267,GAP size25 r regression
8296,linearRegression,Affinity Data Value,ki,277077.1015187438,1092420898001.3698,43659.8012467334,0.340621,[0.251 ~ 0.424],-0.028477,slim size25 r regression
8297,Ridge,Affinity Data Value,ki,276681.49934040004,1092918052153.4785,42470.60217059064,0.34309,[0.254 ~ 0.426],-0.028945,slim size25 r regression
8298,Lasso,Affinity Data Value,ki,273439.2252763528,1095612905820.1952,32313.826836954697,0.361211,[0.273 ~ 0.443],-0.031482,slim size25 r regression
8299,ElasticNet,Affinity Data Value,ki,278112.3623520483,1107487578793.2126,11102.27317851291,0.328969,[0.239 ~ 0.413],-0.042661,slim size25 r regression
8300,SVR,Affinity Data Value,ki,263945.5600746456,1131781815466.053,28.318540123398204,0.304775,[0.213 ~ 0.391],-0.065534,slim size25 r regression
8301,DecisionTree,Affinity Data Value,ki,270327.8100880701,1061855075756.3572,88372.15325415703,0.343143,[0.254 ~ 0.426],0.0003,slim size25 r regression
8302,RandomForest,Affinity Data Value,ki,272653.6773367579,1066539927938.8379,125944.20291379576,0.219974,[0.125 ~ 0.311],-0.004111,slim size25 r regression
8303,XGBoost,Affinity Data Value,ki,298510.7026395675,1110762890342.8274,217172.71875,0.092572,[-0.005 ~ 0.189],-0.045745,slim size25 r regression
8304,linearRegression,Affinity Data Value,ki,275080.11514427705,1102549471706.8293,37554.679787659195,0.268953,[0.176 ~ 0.357],-0.038012,final size25 mutual info regression
8305,Ridge,Affinity Data Value,ki,273169.71353143756,1101706891422.8525,32484.295240000032,0.311212,[0.22 ~ 0.397],-0.037219,final size25 mutual info regression
8306,Lasso,Affinity Data Value,ki,273064.4866463264,1100463912136.1538,25491.856585380337,0.341508,[0.252 ~ 0.425],-0.036049,final size25 mutual info regression
8307,ElasticNet,Affinity Data Value,ki,275067.6205401138,1106316885216.101,16622.35475772348,0.313632,[0.223 ~ 0.399],-0.041559,final size25 mutual info regression
8308,SVR,Affinity Data Value,ki,263937.9882968399,1131757517228.8516,54.00619386914015,0.344612,[0.256 ~ 0.428],-0.065511,final size25 mutual info regression
8309,DecisionTree,Affinity Data Value,ki,281425.5841933333,1047907122414.5167,161844.0266286027,0.258553,[0.165 ~ 0.347],0.013432,final size25 mutual info regression
8310,RandomForest,Affinity Data Value,ki,270913.65370039304,1076383351529.6044,61279.51561838532,0.334914,[0.245 ~ 0.419],-0.013378,final size25 mutual info regression
8311,XGBoost,Affinity Data Value,ki,284229.407396994,1088612273962.6927,118122.6875,0.165286,[0.069 ~ 0.259],-0.024891,final size25 mutual info regression
8312,linearRegression,Affinity Data Value,ki,275861.40847748384,1095858476291.7908,38021.528422953954,0.308147,[0.217 ~ 0.394],-0.031713,GAP size25 mutual info regression
8313,Ridge,Affinity Data Value,ki,275387.64952356176,1095811112162.9855,37288.38592723695,0.314457,[0.224 ~ 0.4],-0.031668,GAP size25 mutual info regression
8314,Lasso,Affinity Data Value,ki,274269.7626408229,1095671487966.6125,31950.06738593962,0.338367,[0.249 ~ 0.422],-0.031537,GAP size25 mutual info regression
8315,ElasticNet,Affinity Data Value,ki,276493.53987784917,1103148250753.803,19047.505503304717,0.31813,[0.228 ~ 0.403],-0.038576,GAP size25 mutual info regression
8316,SVR,Affinity Data Value,ki,263933.5405791189,1131749116964.386,61.37000836393736,0.334208,[0.245 ~ 0.418],-0.065503,GAP size25 mutual info regression
8317,DecisionTree,Affinity Data Value,ki,286850.55387754383,1121227124484.429,110752.30275859758,0.01974,[-0.078 ~ 0.117],-0.055597,GAP size25 mutual info regression
8318,RandomForest,Affinity Data Value,ki,277470.9450693088,1083677658880.3158,104964.72200702368,0.166714,[0.07 ~ 0.26],-0.020245,GAP size25 mutual info regression
8319,XGBoost,Affinity Data Value,ki,285973.84188197536,1111011199440.8826,120420.0703125,0.068658,[-0.029 ~ 0.165],-0.045979,GAP size25 mutual info regression
8320,linearRegression,Affinity Data Value,ki,275694.4043201015,1095418791110.3073,39043.497285127036,0.331637,[0.242 ~ 0.416],-0.031299,slim size25 mutual info regression
8321,Ridge,Affinity Data Value,ki,275370.38241938595,1095185405453.3654,38212.12660687688,0.336195,[0.247 ~ 0.42],-0.031079,slim size25 mutual info regression
8322,Lasso,Affinity Data Value,ki,273227.78936137963,1095297525448.0419,33279.59446934189,0.358465,[0.27 ~ 0.441],-0.031185,slim size25 mutual info regression
8323,ElasticNet,Affinity Data Value,ki,276428.2856043621,1102575215251.9355,18675.574195268906,0.334186,[0.245 ~ 0.418],-0.038037,slim size25 mutual info regression
8324,SVR,Affinity Data Value,ki,263932.52723246225,1131751204557.6877,57.90994118031929,0.340913,[0.252 ~ 0.424],-0.065505,slim size25 mutual info regression
8325,DecisionTree,Affinity Data Value,ki,283819.80077228067,1114653475192.8118,168905.1742422142,0.075589,[-0.022 ~ 0.172],-0.049408,slim size25 mutual info regression
8326,RandomForest,Affinity Data Value,ki,274566.6489519053,1078995425244.5479,104713.59397293122,0.190515,[0.095 ~ 0.283],-0.015837,slim size25 mutual info regression
8327,XGBoost,Affinity Data Value,ki,282925.4109584244,1102748975192.3235,77044.0390625,0.130872,[0.034 ~ 0.226],-0.0382,slim size25 mutual info regression
8328,linearRegression,Affinity Data Value,ki,281214.87551581033,1105298841054.385,52689.678417275136,0.191705,[0.096 ~ 0.284],-0.040601,final size30 f regression
8329,Ridge,Affinity Data Value,ki,283594.4284595415,1100507658306.5623,74294.68668637183,0.168353,[0.072 ~ 0.262],-0.03609,final size30 f regression
8330,Lasso,Affinity Data Value,ki,281855.906955448,1095428747385.9197,63182.75026457011,0.156524,[0.06 ~ 0.25],-0.031308,final size30 f regression
8331,ElasticNet,Affinity Data Value,ki,276859.79644578486,1105049653243.9233,26245.536466809357,0.217723,[0.123 ~ 0.309],-0.040366,final size30 f regression
8332,SVR,Affinity Data Value,ki,263939.4366601168,1131761282910.4424,55.97270881998652,0.302053,[0.211 ~ 0.388],-0.065514,final size30 f regression
8333,DecisionTree,Affinity Data Value,ki,296642.24327052635,1069641062744.0793,141652.19559534587,0.184792,[0.089 ~ 0.277],-0.00703,final size30 f regression
8334,RandomForest,Affinity Data Value,ki,274367.3655202071,1060778854249.3152,81073.0714388431,0.34512,[0.256 ~ 0.428],0.001313,final size30 f regression
8335,XGBoost,Affinity Data Value,ki,279606.544755044,1065765477530.2656,96279.421875,0.300598,[0.209 ~ 0.387],-0.003381,final size30 f regression
8336,linearRegression,Affinity Data Value,ki,278984.50384615106,1098639407271.6866,52792.42794562332,0.213466,[0.118 ~ 0.305],-0.034331,GAP size30 f regression
8337,Ridge,Affinity Data Value,ki,281426.3387518126,1094444838450.367,74468.04261468319,0.182746,[0.087 ~ 0.275],-0.030382,GAP size30 f regression
8338,Lasso,Affinity Data Value,ki,279618.47218106856,1091005743326.3978,72271.08881499346,0.190124,[0.094 ~ 0.283],-0.027144,GAP size30 f regression
8339,ElasticNet,Affinity Data Value,ki,277790.5222169131,1101898693389.4768,27320.06406187967,0.243013,[0.149 ~ 0.333],-0.0374,GAP size30 f regression
8340,SVR,Affinity Data Value,ki,263934.5360177105,1131752723315.4944,62.8304223220567,0.30857,[0.217 ~ 0.394],-0.065506,GAP size30 f regression
8341,DecisionTree,Affinity Data Value,ki,281507.3378249123,1053361418236.7448,163780.541357489,0.229873,[0.135 ~ 0.32],0.008297,GAP size30 f regression
8342,RandomForest,Affinity Data Value,ki,277375.07113699295,1070824159154.8502,119366.50680320604,0.206476,[0.111 ~ 0.298],-0.008144,GAP size30 f regression
8343,XGBoost,Affinity Data Value,ki,279610.5655599913,1055520203465.3185,138770.1875,0.264878,[0.172 ~ 0.353],0.006264,GAP size30 f regression
8344,linearRegression,Affinity Data Value,ki,275708.6579739869,1093783591970.9246,41056.63741578994,0.342535,[0.253 ~ 0.426],-0.02976,slim size30 f regression
8345,Ridge,Affinity Data Value,ki,275351.18353036087,1093724648083.5895,40165.94282995742,0.34666,[0.258 ~ 0.43],-0.029704,slim size30 f regression
8346,Lasso,Affinity Data Value,ki,273383.24007788394,1095059028454.9939,32760.79451162054,0.362711,[0.275 ~ 0.445],-0.03096,slim size30 f regression
8347,ElasticNet,Affinity Data Value,ki,276226.39204020606,1102053587149.6018,19156.696753754753,0.342376,[0.253 ~ 0.426],-0.037545,slim size30 f regression
8348,SVR,Affinity Data Value,ki,263935.301421025,1131757323295.4868,53.3345734061894,0.341876,[0.253 ~ 0.425],-0.06551,slim size30 f regression
8349,DecisionTree,Affinity Data Value,ki,281312.04283192987,1121311351750.3682,162483.95334212467,0.05718,[-0.041 ~ 0.154],-0.055676,slim size30 f regression
8350,RandomForest,Affinity Data Value,ki,272589.9838498948,1072337112977.1263,99733.92931011261,0.22687,[0.132 ~ 0.317],-0.009568,slim size30 f regression
8351,XGBoost,Affinity Data Value,ki,281768.9398855173,1088916989690.1329,82705.40625,0.202585,[0.107 ~ 0.294],-0.025178,slim size30 f regression
8352,linearRegression,Affinity Data Value,ki,281800.6190473289,1105245410773.9324,55851.561366306014,0.139813,[0.043 ~ 0.234],-0.04055,final size30 r regression
8353,Ridge,Affinity Data Value,ki,283485.20447180746,1100962923250.7446,73297.57570926644,0.136526,[0.039 ~ 0.231],-0.036519,final size30 r regression
8354,Lasso,Affinity Data Value,ki,282955.8297237634,1095996782292.8934,64542.53305278475,0.147826,[0.051 ~ 0.242],-0.031843,final size30 r regression
8355,ElasticNet,Affinity Data Value,ki,280954.95253957633,1110764267216.647,22656.805768092116,0.095639,[-0.002 ~ 0.191],-0.045746,final size30 r regression
8356,SVR,Affinity Data Value,ki,263951.5282976897,1131791499850.7417,35.55005794371156,0.144835,[0.048 ~ 0.239],-0.065543,final size30 r regression
8357,DecisionTree,Affinity Data Value,ki,262433.90951052634,1077974143753.4799,72901.67181514029,0.318019,[0.227 ~ 0.403],-0.014875,final size30 r regression
8358,RandomForest,Affinity Data Value,ki,271042.5422155017,1070049772432.318,90517.88881145044,0.277715,[0.185 ~ 0.365],-0.007415,final size30 r regression
8359,XGBoost,Affinity Data Value,ki,271585.5454529521,1084545816481.2509,85623.640625,0.228881,[0.134 ~ 0.319],-0.021062,final size30 r regression
8360,linearRegression,Affinity Data Value,ki,282512.6660047963,1102155627174.4558,56690.92426114329,0.156073,[0.059 ~ 0.25],-0.037642,GAP size30 r regression
8361,Ridge,Affinity Data Value,ki,284230.3791329754,1097948688202.7074,74021.84817454772,0.149101,[0.052 ~ 0.243],-0.033681,GAP size30 r regression
8362,Lasso,Affinity Data Value,ki,282711.6297035437,1093720108156.1869,58301.46900117269,0.16986,[0.073 ~ 0.263],-0.0297,GAP size30 r regression
8363,ElasticNet,Affinity Data Value,ki,280879.2251968504,1110241098617.9187,22765.544093133383,0.104425,[0.007 ~ 0.2],-0.045254,GAP size30 r regression
8364,SVR,Affinity Data Value,ki,263951.8560208084,1131791605969.26,36.18396406448815,0.148742,[0.052 ~ 0.243],-0.065543,GAP size30 r regression
8365,DecisionTree,Affinity Data Value,ki,265649.0075631579,1090198538162.6715,73737.64710970032,0.232377,[0.138 ~ 0.323],-0.026384,GAP size30 r regression
8366,RandomForest,Affinity Data Value,ki,273880.55619725614,1072211759045.3152,110481.46722161143,0.227759,[0.133 ~ 0.318],-0.00945,GAP size30 r regression
8367,XGBoost,Affinity Data Value,ki,272223.5833927559,1076516959159.7432,108044.1953125,0.224275,[0.129 ~ 0.315],-0.013504,GAP size30 r regression
8368,linearRegression,Affinity Data Value,ki,277680.14612275135,1092697501378.8491,43352.056440413944,0.330744,[0.241 ~ 0.415],-0.028737,slim size30 r regression
8369,Ridge,Affinity Data Value,ki,277194.4468070437,1093085251423.8345,42207.32168659056,0.33442,[0.245 ~ 0.418],-0.029102,slim size30 r regression
8370,Lasso,Affinity Data Value,ki,273310.96314331214,1095659249426.4017,31970.954343919082,0.364204,[0.276 ~ 0.446],-0.031525,slim size30 r regression
8371,ElasticNet,Affinity Data Value,ki,276578.7924329712,1104226855367.6326,15902.543719335565,0.341792,[0.253 ~ 0.425],-0.039591,slim size30 r regression
8372,SVR,Affinity Data Value,ki,263938.5699851757,1131764878799.3535,43.040560639223465,0.345854,[0.257 ~ 0.429],-0.065518,slim size30 r regression
8373,DecisionTree,Affinity Data Value,ki,263098.1200178947,1048706982538.5116,104002.15902615106,0.370161,[0.283 ~ 0.451],0.012679,slim size30 r regression
8374,RandomForest,Affinity Data Value,ki,275460.53449364565,1078679482205.9904,106242.37703196165,0.193867,[0.098 ~ 0.286],-0.01554,slim size30 r regression
8375,XGBoost,Affinity Data Value,ki,283581.03189123754,1067235798100.4601,106556.0625,0.254416,[0.161 ~ 0.344],-0.004766,slim size30 r regression
8376,linearRegression,Affinity Data Value,ki,277586.27297018096,1100992940459.744,40056.29652242257,0.273691,[0.181 ~ 0.362],-0.036547,final size30 mutual info regression
8377,Ridge,Affinity Data Value,ki,275618.2448101698,1099778278791.1008,35635.37672207269,0.307732,[0.217 ~ 0.394],-0.035403,final size30 mutual info regression
8378,Lasso,Affinity Data Value,ki,275961.3564418853,1101237350180.3425,22308.52790553393,0.310229,[0.219 ~ 0.396],-0.036777,final size30 mutual info regression
8379,ElasticNet,Affinity Data Value,ki,275390.2782273609,1105969181709.9639,17160.848863970652,0.30871,[0.218 ~ 0.394],-0.041232,final size30 mutual info regression
8380,SVR,Affinity Data Value,ki,263939.86455395183,1131764393725.7966,47.87977828837936,0.339634,[0.25 ~ 0.423],-0.065517,final size30 mutual info regression
8381,DecisionTree,Affinity Data Value,ki,274122.4274178947,1092571045076.8461,89823.74134903128,0.181504,[0.085 ~ 0.274],-0.028618,final size30 mutual info regression
8382,RandomForest,Affinity Data Value,ki,270121.98994577193,1068327893485.157,63839.339556840074,0.373647,[0.286 ~ 0.455],-0.005794,final size30 mutual info regression
8383,XGBoost,Affinity Data Value,ki,287173.7430699291,1103935070942.861,183838.78125,0.108351,[0.011 ~ 0.204],-0.039317,final size30 mutual info regression
8384,linearRegression,Affinity Data Value,ki,278166.8495748278,1096893514670.8962,44047.91752142142,0.268337,[0.175 ~ 0.357],-0.032687,GAP size30 mutual info regression
8385,Ridge,Affinity Data Value,ki,277061.0731152782,1095418929199.2191,40057.604579848514,0.296955,[0.205 ~ 0.383],-0.031299,GAP size30 mutual info regression
8386,Lasso,Affinity Data Value,ki,275050.97314194794,1096436153012.0371,31990.270827342105,0.320289,[0.23 ~ 0.405],-0.032257,GAP size30 mutual info regression
8387,ElasticNet,Affinity Data Value,ki,276341.9417160295,1103447537558.2734,18850.202175367915,0.317343,[0.227 ~ 0.403],-0.038858,GAP size30 mutual info regression
8388,SVR,Affinity Data Value,ki,263937.83866986603,1131760643663.1375,54.103555359603284,0.323968,[0.234 ~ 0.409],-0.065514,GAP size30 mutual info regression
8389,DecisionTree,Affinity Data Value,ki,289919.79591614037,1160882314733.0396,194898.74104267563,-0.024359,[-0.122 ~ 0.073],-0.092931,GAP size30 mutual info regression
8390,RandomForest,Affinity Data Value,ki,275441.2027194316,1080073290923.1145,99379.22745215219,0.19122,[0.095 ~ 0.284],-0.016852,GAP size30 mutual info regression
8391,XGBoost,Affinity Data Value,ki,279487.79692066537,1074525472675.0469,119591.1640625,0.220251,[0.125 ~ 0.311],-0.011629,GAP size30 mutual info regression
8392,linearRegression,Affinity Data Value,ki,277071.38431195833,1094120994283.9623,42421.48326213182,0.32608,[0.236 ~ 0.411],-0.030077,slim size30 mutual info regression
8393,Ridge,Affinity Data Value,ki,276515.7452377723,1093949776920.785,41126.182206435435,0.331598,[0.242 ~ 0.416],-0.029916,slim size30 mutual info regression
8394,Lasso,Affinity Data Value,ki,273015.9631282675,1095795769347.7375,31512.693474198826,0.35793,[0.27 ~ 0.44],-0.031654,slim size30 mutual info regression
8395,ElasticNet,Affinity Data Value,ki,276179.0249435133,1102421069287.4465,18691.921053633592,0.340853,[0.252 ~ 0.424],-0.037891,slim size30 mutual info regression
8396,SVR,Affinity Data Value,ki,263933.2410542578,1131754171358.298,54.11862082364283,0.343683,[0.255 ~ 0.427],-0.065508,slim size30 mutual info regression
8397,DecisionTree,Affinity Data Value,ki,273705.56138631573,1066218721259.2065,126820.61830938776,0.239405,[0.145 ~ 0.329],-0.003808,slim size30 mutual info regression
8398,RandomForest,Affinity Data Value,ki,274074.76904607716,1076723302067.9391,104264.64712164034,0.201322,[0.106 ~ 0.293],-0.013698,slim size30 mutual info regression
8399,XGBoost,Affinity Data Value,ki,280730.1991965589,1091884852149.0605,86215.671875,0.189876,[0.094 ~ 0.282],-0.027972,slim size30 mutual info regression
8400,linearRegression,Affinity Data Value,ki,279512.82395956665,1100389399925.6926,53062.11930480218,0.218998,[0.124 ~ 0.31],-0.035979,final size35 f regression
