,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Spearman correlation coefficient,add. information,Classes,Set,Set size
163,RandomForest,Affinity Data Value,all,568319.984156625,2015669391458.261,65142.839619830556,-0.162329,[-0.716 ~ 0.517],-0.176416,0.52381,slim,2,val,8
164,RandomForest,pKd pKi pIC50,all,2.0477500000000015,5.626763400000006,0.7569186775176039,0.576671,[-0.078 ~ 0.884],-0.699859,0.357143,slim,2,val,8
165,XGBoost,delta G,all,11926.70848388672,177228312.07584682,5391.67578125,-0.508432,[-0.861 ~ 0.173],-207.068956,-0.261905,slim,2,val,8
166,XGBoost,Affinity Data Value,all,579634.8138427734,2051446902741.2698,94839.328125,-0.250595,[-0.758 ~ 0.446],-0.197297,0.166667,slim,2,val,8
167,XGBoost,pKd pKi pIC50,all,1.8117680716514588,4.866517018582876,0.8273581862449646,0.360483,[-0.344 ~ 0.805],-0.470186,0.142857,slim,2,val,8
168,linearRegression,delta G,ki,11754.287836166452,153173793.67213616,5202.918391922528,-0.712868,[-0.926 ~ -0.156],-178.828555,-0.47619,slim,2,val,8
169,linearRegression,Affinity Data Value,ki,563738.020710455,1944316096928.4785,52863.13150609222,0.202001,[-0.486 ~ 0.735],-0.134771,0.47619,slim,2,val,8
170,linearRegression,pKd pKi pIC50,ki,1.3504863331377246,2.8440114481914387,1.0752941251960082,0.860458,[0.508 ~ 0.966],0.140817,0.595238,slim,2,val,8
171,Ridge,delta G,ki,11756.544661224203,153215156.07005075,5205.652985051512,-0.712945,[-0.926 ~ -0.156],-178.877115,-0.47619,slim,2,val,8
172,Ridge,Affinity Data Value,ki,563715.5814612497,1944818404588.9326,52714.75616937003,0.204941,[-0.484 ~ 0.737],-0.135064,0.47619,slim,2,val,8
173,Ridge,pKd pKi pIC50,ki,1.3502123123307597,2.8439082636261928,1.075826394300273,0.860412,[0.507 ~ 0.966],0.140848,0.595238,slim,2,val,8
174,Lasso,delta G,ki,11661.339819938801,151394756.3247333,5105.009032695433,-0.712192,[-0.926 ~ -0.155],-176.739936,-0.47619,slim,2,val,8
175,Lasso,Affinity Data Value,ki,560628.9588381732,1952510192083.9517,45860.64829218502,0.216487,[-0.474 ~ 0.742],-0.139554,0.47619,slim,2,val,8
176,Lasso,pKd pKi pIC50,ki,1.3692747651120947,2.886096723388751,1.0585758144541193,0.859135,[0.504 ~ 0.966],0.128103,0.595238,slim,2,val,8
177,ElasticNet,delta G,ki,10632.571823555418,130614339.61394253,4211.408696646056,-0.766371,[-0.941 ~ -0.269],-152.343385,-0.619048,slim,2,val,8
178,ElasticNet,Affinity Data Value,ki,548972.4074141927,1958224892474.2278,19676.891469177117,0.361205,[-0.343 ~ 0.805],-0.142889,0.547619,slim,2,val,8
179,ElasticNet,pKd pKi pIC50,ki,1.3555199035645522,2.8559799656506994,1.0712666219126652,0.860034,[0.506 ~ 0.966],0.137202,0.595238,slim,2,val,8
180,SVR,delta G,ki,10745.007783232457,116464332.44933267,103.31483011213791,-0.769207,[-0.942 ~ -0.275],-135.731043,-0.809524,slim,2,val,8
181,SVR,Affinity Data Value,ki,555665.6869201474,2021968686178.6228,82.63866989888983,0.592217,[-0.054 ~ 0.889],-0.180092,0.761905,slim,2,val,8
182,SVR,pKd pKi pIC50,ki,1.8605193510536084,4.824620861526285,0.7955584314721857,0.499069,[-0.185 ~ 0.857],-0.45753,0.428571,slim,2,val,8
183,DecisionTree,delta G,ki,13782.975358954416,235520600.10312718,6328.30195289881,-0.398169,[-0.82 ~ 0.304],-275.505061,-0.311383,slim,2,val,8
184,DecisionTree,Affinity Data Value,ki,554708.2375,2022040458265.3313,2560.1845841352433,-0.143539,[-0.706 ~ 0.531],-0.180134,0.380952,slim,2,val,8
185,DecisionTree,pKd pKi pIC50,ki,1.66625,3.8677625,1.8986705875427679,0.64134,[0.025 ~ 0.904],-0.16846,0.19162,slim,2,val,8
186,RandomForest,delta G,ki,10117.844283204216,137566726.43460673,5490.1438608027165,-0.414697,[-0.826 ~ 0.286],-160.505601,-0.380952,slim,2,val,8
187,RandomForest,Affinity Data Value,ki,563686.655995,2016754052314.3728,49464.648216597234,-0.169034,[-0.719 ~ 0.512],-0.177049,0.238095,slim,2,val,8
188,RandomForest,pKd pKi pIC50,ki,2.002412500000001,5.590795283750007,0.8693659319261074,0.531327,[-0.143 ~ 0.869],-0.688993,0.380952,slim,2,val,8
189,XGBoost,delta G,ki,11926.70848388672,177228312.07584685,5391.67578125,-0.508432,[-0.861 ~ 0.173],-207.068956,-0.261905,slim,2,val,8
190,XGBoost,Affinity Data Value,ki,579634.8138427734,2051446902741.2698,94839.328125,-0.250595,[-0.758 ~ 0.446],-0.197297,0.166667,slim,2,val,8
191,XGBoost,pKd pKi pIC50,ki,1.8117680716514588,4.866517018582876,0.8273581862449646,0.360483,[-0.344 ~ 0.805],-0.470186,0.142857,slim,2,val,8
192,linearRegression,delta G,kd,11754.287836166455,153173793.67213625,5202.918391922537,-0.712868,[-0.926 ~ -0.156],-178.828555,-0.47619,slim,2,val,8
193,linearRegression,Affinity Data Value,kd,563738.020710455,1944316096928.4788,52863.13150609224,0.202001,[-0.486 ~ 0.735],-0.134771,0.47619,slim,2,val,8
194,linearRegression,pKd pKi pIC50,kd,1.3504863331377233,2.8440114481914307,1.0752941251960058,0.860458,[0.508 ~ 0.966],0.140817,0.595238,slim,2,val,8
195,Ridge,delta G,kd,11756.544661164387,153215156.0685351,5205.65298501085,-0.712945,[-0.926 ~ -0.156],-178.877115,-0.47619,slim,2,val,8
196,Ridge,Affinity Data Value,kd,563715.5814613124,1944818404588.7158,52714.756169566856,0.204941,[-0.484 ~ 0.737],-0.135064,0.47619,slim,2,val,8
197,Ridge,pKd pKi pIC50,kd,1.3502123123148158,2.843908263580585,1.0758263943248352,0.860412,[0.507 ~ 0.966],0.140848,0.595238,slim,2,val,8
198,Lasso,delta G,kd,11661.339819938807,151394756.32473344,5105.009032695433,-0.712192,[-0.926 ~ -0.155],-176.739936,-0.47619,slim,2,val,8
199,Lasso,Affinity Data Value,kd,560696.3527392296,1951883278796.4568,46194.69428941406,0.216477,[-0.474 ~ 0.742],-0.139188,0.47619,slim,2,val,8
200,Lasso,pKd pKi pIC50,kd,1.3692747651120944,2.8860967233887496,1.05857581445412,0.859135,[0.504 ~ 0.966],0.128103,0.595238,slim,2,val,8
201,ElasticNet,delta G,kd,10632.57182355542,130614339.61394256,4211.408696646059,-0.766371,[-0.941 ~ -0.269],-152.343385,-0.619048,slim,2,val,8
202,ElasticNet,Affinity Data Value,kd,548972.4074141927,1958224892474.2275,19676.8914691771,0.361205,[-0.343 ~ 0.805],-0.142889,0.547619,slim,2,val,8
203,ElasticNet,pKd pKi pIC50,kd,1.3544021767854737,2.8533072961380865,1.0721528098924242,0.860129,[0.507 ~ 0.966],0.138009,0.595238,slim,2,val,8
204,SVR,delta G,kd,10745.007783232459,116464332.44933265,103.31483011213757,-0.769207,[-0.942 ~ -0.275],-135.731043,-0.809524,slim,2,val,8
205,SVR,Affinity Data Value,kd,555665.6868932516,2021968686145.4915,82.63867905516406,0.592217,[-0.054 ~ 0.889],-0.180092,0.761905,slim,2,val,8
206,SVR,pKd pKi pIC50,kd,1.8605193510536304,4.824620861526335,0.7955584314721688,0.499069,[-0.185 ~ 0.857],-0.45753,0.428571,slim,2,val,8
207,DecisionTree,delta G,kd,14873.25384930621,252952559.03915638,5112.04491379756,-0.503826,[-0.859 ~ 0.179],-295.970468,-0.595238,slim,2,val,8
208,DecisionTree,Affinity Data Value,kd,554073.75,2016071311536.5,3669.6529276452015,0.362776,[-0.341 ~ 0.806],-0.17665,0.550908,slim,2,val,8
209,DecisionTree,pKd pKi pIC50,kd,2.21125,7.061287500000001,1.3776610613645144,0.592525,[-0.054 ~ 0.889],-1.133232,0.285714,slim,2,val,8
210,RandomForest,delta G,kd,9861.761044334988,129242342.29867172,5239.330938480642,-0.381105,[-0.813 ~ 0.322],-150.732637,-0.285714,slim,2,val,8
211,RandomForest,Affinity Data Value,kd,563689.448775625,2011993552867.8508,49396.92360594243,-0.158196,[-0.714 ~ 0.52],-0.17427,0.47619,slim,2,val,8
212,RandomForest,pKd pKi pIC50,kd,1.9758,5.627039842499999,0.9177554749904782,0.538443,[-0.133 ~ 0.871],-0.699942,0.285714,slim,2,val,8
213,XGBoost,delta G,kd,11926.70848388672,177228312.07584685,5391.67578125,-0.508432,[-0.861 ~ 0.173],-207.068956,-0.261905,slim,2,val,8
214,XGBoost,Affinity Data Value,kd,579634.8138427734,2051446902741.2698,94839.328125,-0.250595,[-0.758 ~ 0.446],-0.197297,0.166667,slim,2,val,8
215,XGBoost,pKd pKi pIC50,kd,1.8117680716514588,4.866517018582876,0.8273581862449646,0.360483,[-0.344 ~ 0.805],-0.470186,0.142857,slim,2,val,8
216,linearRegression,delta G,all,392070844988.2686,3.813777264712714e+26,19524958684746.3,0.016311,[-0.013 ~ 0.045],-3.6499413350608343e+18,0.315627,GAP,3,test,3211
217,linearRegression,Affinity Data Value,all,163039937019150.12,8.062062609256616e+31,8977419237409012.0,0.001833,[-0.027 ~ 0.031],-7.568537069520867e+20,0.358701,GAP,3,test,3211
218,linearRegression,pKd pKi pIC50,all,294417121.6127164,2.659416671859468e+20,16305093356.558647,0.012298,[-0.017 ~ 0.041],-6.994984314044519e+19,0.386116,GAP,3,test,3211
219,Ridge,delta G,all,911504.0610244429,1489820199842305.8,38592924.41782069,-0.000657,[-0.03 ~ 0.028],-14258189.638259,0.332236,GAP,3,test,3211
220,Ridge,Affinity Data Value,all,13445227.038379055,2.055647273328155e+17,453203573.07292795,0.003333,[-0.026 ~ 0.032],-1929808.19947,0.372482,GAP,3,test,3211
221,Ridge,pKd pKi pIC50,all,140.90393469430091,25994538.088063054,5097.495069216304,0.000441,[-0.029 ~ 0.029],-6837264.784669,0.40715,GAP,3,test,3211
222,Lasso,delta G,all,76871.7895561314,1911977513294.9526,1381310.6674186103,-0.016888,[-0.046 ~ 0.012],-18297.409354,0.363022,GAP,3,test,3211
223,Lasso,Affinity Data Value,all,69123.30898414805,105958287723.3668,50450.07552741109,0.099048,[0.07 ~ 0.128],0.00528,0.374464,GAP,3,test,3211
224,Lasso,pKd pKi pIC50,all,13.36388388294491,40723.162451694836,201.7604052719031,-0.015094,[-0.044 ~ 0.014],-10710.2919,0.434082,GAP,3,test,3211
225,ElasticNet,delta G,all,414567.2153431313,173425548004515.03,13168697.606523238,-0.001729,[-0.031 ~ 0.027],-1659752.657022,0.404388,GAP,3,test,3211
226,ElasticNet,Affinity Data Value,all,2133509.787806829,3895401661501591.0,62411884.94976221,0.000304,[-0.029 ~ 0.029],-36568.415675,0.360788,GAP,3,test,3211
227,ElasticNet,pKd pKi pIC50,all,15.15138208289682,54230.21235008064,232.82144557094887,-0.016838,[-0.046 ~ 0.012],-14263.01093,0.469551,GAP,3,test,3211
228,SVR,delta G,all,8440.937046907848,104961782.75034495,67.27752002760747,0.405106,[0.381 ~ 0.429],-0.004527,0.398835,GAP,3,test,3211
229,SVR,Affinity Data Value,all,39287.34540517422,108039858005.50163,61.973854163540175,0.136811,[0.108 ~ 0.165],-0.014261,0.401275,GAP,3,test,3211
230,SVR,pKd pKi pIC50,all,1.2376033022312085,2.5058437887395515,1.207337611999182,0.58595,[0.567 ~ 0.605],0.340895,0.552692,GAP,3,test,3211
231,DecisionTree,delta G,all,9990.693640707885,161258240.61618495,10795.496850048847,0.270858,[0.244 ~ 0.298],-0.543308,0.268528,GAP,3,test,3211
232,DecisionTree,Affinity Data Value,all,93456.35363823762,212538958819.04025,349762.287690342,0.075887,[0.047 ~ 0.105],-0.995282,0.249452,GAP,3,test,3211
233,DecisionTree,pKd pKi pIC50,all,1.6713952039862972,4.572491591404546,1.9609810091163162,0.404874,[0.38 ~ 0.429],-0.202689,0.393491,GAP,3,test,3211
234,RandomForest,delta G,all,7013.9839608447455,79874703.67250547,6272.384573056718,0.502396,[0.48 ~ 0.524],0.235566,0.485616,GAP,3,test,3211
235,RandomForest,Affinity Data Value,all,73380.57192516566,111469532394.03235,113948.35442109211,0.112045,[0.083 ~ 0.141],-0.046458,0.398601,GAP,3,test,3211
236,RandomForest,pKd pKi pIC50,all,1.2229800685144814,2.4476937483899097,1.265877504994353,0.600197,[0.581 ~ 0.618],0.35619,0.566634,GAP,3,test,3211
237,XGBoost,delta G,all,7987.935078537687,104320434.25774257,7675.12548828125,0.391152,[0.366 ~ 0.415],0.001611,0.396219,GAP,3,test,3211
238,XGBoost,Affinity Data Value,all,96711.04523049804,124072347114.32295,154983.796875,0.071286,[0.042 ~ 0.1],-0.164772,0.213937,GAP,3,test,3211
239,XGBoost,pKd pKi pIC50,all,1.3610956607478235,3.125661363439473,1.4635738134384155,0.510464,[0.489 ~ 0.532],0.177867,0.493695,GAP,3,test,3211
240,linearRegression,delta G,ki,521354408821.4726,7.577056959159269e+26,27521621119383.78,0.016181,[-0.013 ~ 0.045],-7.251554423283564e+18,0.316865,GAP,3,test,3211
241,linearRegression,Affinity Data Value,ki,162925503173229.4,8.051189339306603e+31,8971363433868228.0,0.001833,[-0.027 ~ 0.031],-7.558329415391626e+20,0.358264,GAP,3,test,3211
242,linearRegression,pKd pKi pIC50,ki,339842808.08953196,3.532018810874474e+20,18790593090.123478,0.012254,[-0.017 ~ 0.041],-9.290163681534853e+19,0.39027,GAP,3,test,3211
243,Ridge,delta G,ki,911504.0610404214,1489820199920349.5,38592924.4188315,-0.000657,[-0.03 ~ 0.028],-14258189.639005,0.332236,GAP,3,test,3211
244,Ridge,Affinity Data Value,ki,13445227.03847203,2.0556472733614314e+17,453203573.07659674,0.003333,[-0.026 ~ 0.032],-1929808.199501,0.372482,GAP,3,test,3211
245,Ridge,pKd pKi pIC50,ki,140.90393469470425,25994538.088138185,5097.495069223665,0.000441,[-0.029 ~ 0.029],-6837264.784689,0.40715,GAP,3,test,3211
246,Lasso,delta G,ki,76871.78955612231,1911977513294.6833,1381310.667418513,-0.016888,[-0.046 ~ 0.012],-18297.409354,0.363022,GAP,3,test,3211
247,Lasso,Affinity Data Value,ki,71398.75096722352,105594600953.27246,51328.68011588413,0.106385,[0.078 ~ 0.135],0.008695,0.399151,GAP,3,test,3211
248,Lasso,pKd pKi pIC50,ki,13.363883882945277,40723.16245169758,201.7604052719099,-0.015094,[-0.044 ~ 0.014],-10710.2919,0.434082,GAP,3,test,3211
249,ElasticNet,delta G,ki,414567.2153431273,173425548004511.0,13168697.606523084,-0.001729,[-0.031 ~ 0.027],-1659752.657022,0.404388,GAP,3,test,3211
250,ElasticNet,Affinity Data Value,ki,2133509.7878068895,3895401661501935.0,62411884.94976499,0.000304,[-0.029 ~ 0.029],-36568.415675,0.360788,GAP,3,test,3211
251,ElasticNet,pKd pKi pIC50,ki,15.825987039717996,59692.10430173763,244.2640101866263,-0.016868,[-0.046 ~ 0.012],-15699.636071,0.465213,GAP,3,test,3211
252,SVR,delta G,ki,8440.937046907848,104961782.75034495,67.27752002760745,0.405106,[0.381 ~ 0.429],-0.004527,0.398835,GAP,3,test,3211
253,SVR,Affinity Data Value,ki,39287.34540517422,108039858005.50163,61.97385416354011,0.136811,[0.108 ~ 0.165],-0.014261,0.401275,GAP,3,test,3211
254,SVR,pKd pKi pIC50,ki,1.2376033022312092,2.505843788739555,1.207337611999186,0.58595,[0.567 ~ 0.605],0.340895,0.552692,GAP,3,test,3211
255,DecisionTree,delta G,ki,9830.185713307697,156113873.59383824,10598.3657466138,0.280494,[0.254 ~ 0.307],-0.494074,0.281185,GAP,3,test,3211
256,DecisionTree,Affinity Data Value,ki,87383.46218252601,200118464193.09436,327838.0019701856,0.067778,[0.039 ~ 0.097],-0.878681,0.244716,GAP,3,test,3211
257,DecisionTree,pKd pKi pIC50,ki,1.6587293677981938,4.529028215509187,1.9552054198425763,0.407847,[0.383 ~ 0.432],-0.191257,0.399749,GAP,3,test,3211
258,RandomForest,delta G,ki,7024.154488269152,79647638.16729632,6282.459419477975,0.503634,[0.482 ~ 0.525],0.237739,0.488594,GAP,3,test,3211
259,RandomForest,Affinity Data Value,ki,74896.20164763805,113100329847.64966,120886.39018296146,0.106215,[0.077 ~ 0.135],-0.061768,0.393176,GAP,3,test,3211
260,RandomForest,pKd pKi pIC50,ki,1.232594674556213,2.4909249870227343,1.2416801907270234,0.590582,[0.571 ~ 0.609],0.344819,0.555271,GAP,3,test,3211
261,XGBoost,delta G,ki,7987.935078537687,104320434.25774257,7675.12548828125,0.391152,[0.366 ~ 0.415],0.001611,0.396219,GAP,3,test,3211
262,XGBoost,Affinity Data Value,ki,96711.04523049804,124072347114.32297,154983.796875,0.071286,[0.042 ~ 0.1],-0.164772,0.213937,GAP,3,test,3211
263,XGBoost,pKd pKi pIC50,ki,1.361095660747824,3.125661363439473,1.4635738134384155,0.510464,[0.489 ~ 0.532],0.177867,0.493695,GAP,3,test,3211
264,linearRegression,delta G,kd,449181057098.38354,5.33823518821483e+26,23100254557298.98,0.016245,[-0.013 ~ 0.045],-5.108910121737086e+18,0.318689,GAP,3,test,3211
265,linearRegression,Affinity Data Value,kd,162868055529480.2,8.04439798180098e+31,8967578676499290.0,0.001833,[-0.027 ~ 0.031],-7.551953796207688e+20,0.357507,GAP,3,test,3211
266,linearRegression,pKd pKi pIC50,kd,329220412.2052498,3.326348060406713e+20,18235366011.73258,0.012293,[-0.017 ~ 0.041],-8.749194043868471e+19,0.390896,GAP,3,test,3211
267,Ridge,delta G,kd,911504.0610239758,1489820199853920.0,38592924.41797117,-0.000657,[-0.03 ~ 0.028],-14258189.63837,0.332236,GAP,3,test,3211
268,Ridge,Affinity Data Value,kd,13445227.038452338,2.0556472733539133e+17,453203573.0757682,0.003333,[-0.026 ~ 0.032],-1929808.199494,0.372482,GAP,3,test,3211
269,Ridge,pKd pKi pIC50,kd,140.9039346943383,25994538.088007435,5097.4950692108505,0.000441,[-0.029 ~ 0.029],-6837264.784654,0.40715,GAP,3,test,3211
270,Lasso,delta G,kd,76871.78955612802,1911977513294.8154,1381310.6674185607,-0.016888,[-0.046 ~ 0.012],-18297.409354,0.363022,GAP,3,test,3211
271,Lasso,Affinity Data Value,kd,71232.33311417328,105583441297.66985,51192.15816826485,0.106676,[0.078 ~ 0.135],0.008799,0.398018,GAP,3,test,3211
272,Lasso,pKd pKi pIC50,kd,12.327056445785082,34365.159607015594,185.33955079616086,-0.014678,[-0.044 ~ 0.014],-9037.965385,0.437732,GAP,3,test,3211
273,ElasticNet,delta G,kd,414567.2153431282,173425548004510.62,13168697.60652307,-0.001729,[-0.031 ~ 0.027],-1659752.657022,0.404388,GAP,3,test,3211
274,ElasticNet,Affinity Data Value,kd,2133509.7878069896,3895401661502591.0,62411884.949770235,0.000304,[-0.029 ~ 0.029],-36568.415675,0.360788,GAP,3,test,3211
275,ElasticNet,pKd pKi pIC50,kd,15.825987039718916,59692.104301746,244.26401018664345,-0.016868,[-0.046 ~ 0.012],-15699.636071,0.465213,GAP,3,test,3211
276,SVR,delta G,kd,8440.937046907848,104961782.75034496,67.27752002760734,0.405106,[0.381 ~ 0.429],-0.004527,0.398835,GAP,3,test,3211
277,SVR,Affinity Data Value,kd,39287.34540517422,108039858005.50163,61.97385416354021,0.136811,[0.108 ~ 0.165],-0.014261,0.401275,GAP,3,test,3211
278,SVR,pKd pKi pIC50,kd,1.2376033022312092,2.5058437887395537,1.2073376119991803,0.58595,[0.567 ~ 0.605],0.340895,0.552692,GAP,3,test,3211
279,DecisionTree,delta G,kd,9892.264556471862,157717299.83954948,10653.592527438725,0.277517,[0.251 ~ 0.304],-0.509419,0.275368,GAP,3,test,3211
280,DecisionTree,Affinity Data Value,kd,82762.90558318935,174005008965.9068,285312.01021154027,0.076947,[0.048 ~ 0.106],-0.633532,0.255213,GAP,3,test,3211
281,DecisionTree,pKd pKi pIC50,kd,1.651993148551853,4.474880068514482,1.9608147848101436,0.418292,[0.394 ~ 0.442],-0.177014,0.410182,GAP,3,test,3211
282,RandomForest,delta G,kd,7002.221845181736,78978868.54192327,6165.704404513083,0.506888,[0.485 ~ 0.528],0.24414,0.494332,GAP,3,test,3211
283,RandomForest,Affinity Data Value,kd,73210.48345860411,110989910166.58487,114533.38500450965,0.119516,[0.091 ~ 0.148],-0.041956,0.39481,GAP,3,test,3211
284,RandomForest,pKd pKi pIC50,kd,1.235612644036126,2.4901538572905637,1.2495710150790695,0.591498,[0.572 ~ 0.61],0.345022,0.557062,GAP,3,test,3211
285,XGBoost,delta G,kd,7987.935078537688,104320434.25774257,7675.12548828125,0.391152,[0.366 ~ 0.415],0.001611,0.396219,GAP,3,test,3211
286,XGBoost,Affinity Data Value,kd,96711.04523049804,124072347114.323,154983.796875,0.071286,[0.042 ~ 0.1],-0.164772,0.213937,GAP,3,test,3211
287,XGBoost,pKd pKi pIC50,kd,1.3610956607478235,3.125661363439473,1.4635738134384155,0.510464,[0.489 ~ 0.532],0.177867,0.493695,GAP,3,test,3211
288,linearRegression,delta G,all,14214.208919942468,234655719.18317324,5094.477626072741,-0.617709,[-0.884 ~ -0.05],-274.648055,-0.416667,slim,3,val,9
289,linearRegression,Affinity Data Value,all,526092.9254065626,1697034413827.139,44273.56948154275,0.459818,[-0.173 ~ 0.824],-0.110284,0.7,slim,3,val,9
290,linearRegression,pKd pKi pIC50,all,1.1112742847882098,1.9358316141191712,0.974140724665742,0.719425,[0.231 ~ 0.918],0.319247,0.383333,slim,3,val,9
291,Ridge,delta G,all,14209.483145270693,234500187.13628393,5090.606719762035,-0.620118,[-0.885 ~ -0.054],-274.465353,-0.416667,slim,3,val,9
292,Ridge,Affinity Data Value,all,526116.8207215352,1697289702360.7734,43942.58901216271,0.460905,[-0.171 ~ 0.824],-0.110451,0.7,slim,3,val,9
293,Ridge,pKd pKi pIC50,all,1.1094392334365348,1.9293097462517654,0.9736408709786636,0.721951,[0.236 ~ 0.919],0.32154,0.383333,slim,3,val,9
294,Lasso,delta G,all,14247.232867065148,235308414.58044523,5063.479772926833,-0.624451,[-0.886 ~ -0.061],-275.414771,-0.416667,slim,3,val,9
295,Lasso,Affinity Data Value,all,526616.8848477666,1697358129850.537,39145.29515001857,0.472513,[-0.157 ~ 0.829],-0.110496,0.7,slim,3,val,9
296,Lasso,pKd pKi pIC50,all,1.1017883077127353,1.8998517440000557,0.9707897263820112,0.728557,[0.249 ~ 0.921],0.3319,0.466667,slim,3,val,9
297,ElasticNet,delta G,all,13294.561427438575,201810004.22881413,4237.246557536411,-0.800497,[-0.944 ~ -0.404],-236.064476,-0.833333,slim,3,val,9
298,ElasticNet,Affinity Data Value,all,534370.8236330512,1742835189858.7947,19765.853217135416,0.347938,[-0.299 ~ 0.776],-0.14025,0.766667,slim,3,val,9
299,ElasticNet,pKd pKi pIC50,all,1.1054816946913144,1.9145396816095992,0.972305763972047,0.726201,[0.244 ~ 0.92],0.326734,0.466667,slim,3,val,9
300,SVR,delta G,all,10759.622940152885,116845399.56961302,129.4495145442263,-0.870205,[-0.964 ~ -0.58],-136.257286,-0.8,slim,3,val,9
301,SVR,Affinity Data Value,all,541531.1647080686,1821561188424.1965,109.95599180716574,0.44704,[-0.188 ~ 0.819],-0.191756,0.783333,slim,3,val,9
302,SVR,pKd pKi pIC50,all,0.6422415228777985,0.7382498690622624,1.4049201990897813,0.875121,[0.593 ~ 0.966],0.740388,0.7,slim,3,val,9
303,DecisionTree,delta G,all,18069.94155004745,414110583.03902364,9609.003513373202,-0.417785,[-0.806 ~ 0.223],-485.45214,-0.533333,slim,3,val,9
304,DecisionTree,Affinity Data Value,all,568155.5888888888,1579941417777.7878,189251.41923582586,0.338298,[-0.309 ~ 0.771],-0.033676,0.366667,slim,3,val,9
305,DecisionTree,pKd pKi pIC50,all,1.0,1.5904666666666665,1.5399839665671686,0.759241,[0.312 ~ 0.931],0.440698,0.6,slim,3,val,9
306,RandomForest,delta G,all,18137.55395080563,385545939.483152,6975.439741840033,-0.7428,[-0.926 ~ -0.278],-451.897499,-0.583333,slim,3,val,9
307,RandomForest,Affinity Data Value,all,546247.4276613335,1528517535107.428,105453.89270216711,0.621827,[0.056 ~ 0.885],-3.2e-05,0.566667,slim,3,val,9
308,RandomForest,pKd pKi pIC50,all,0.6955333333333343,0.9744956266666662,1.2746373135083,0.816569,[0.442 ~ 0.949],0.65731,0.65,slim,3,val,9
309,XGBoost,delta G,all,19179.390439181858,437553630.0848488,9724.90234375,-0.802616,[-0.944 ~ -0.409],-512.990486,-0.733333,slim,3,val,9
310,XGBoost,Affinity Data Value,all,533718.0375434028,1603566097816.1086,83686.6875,0.547297,[-0.057 ~ 0.858],-0.049133,0.55,slim,3,val,9
311,XGBoost,pKd pKi pIC50,all,1.000700542661879,1.555552183310499,1.5260159969329834,0.748462,[0.289 ~ 0.928],0.452976,0.516667,slim,3,val,9
312,linearRegression,delta G,ki,14214.208919942463,234655719.18317303,5094.477626072731,-0.617709,[-0.884 ~ -0.05],-274.648055,-0.416667,slim,3,val,9
313,linearRegression,Affinity Data Value,ki,526092.9254065626,1697034413827.1396,44273.56948154274,0.459818,[-0.173 ~ 0.824],-0.110284,0.7,slim,3,val,9
314,linearRegression,pKd pKi pIC50,ki,1.1112742847882107,1.935831614119174,0.9741407246657418,0.719425,[0.231 ~ 0.918],0.319247,0.383333,slim,3,val,9
315,Ridge,delta G,ki,14209.48314546726,234500187.14384222,5090.6067199319605,-0.620118,[-0.885 ~ -0.054],-274.465353,-0.416667,slim,3,val,9
316,Ridge,Affinity Data Value,ki,526116.8207215407,1697289702360.9631,43942.589012058146,0.460905,[-0.171 ~ 0.824],-0.110451,0.7,slim,3,val,9
317,Ridge,pKd pKi pIC50,ki,1.109439233451109,1.9293097462919873,0.9736408709582444,0.721951,[0.236 ~ 0.919],0.32154,0.383333,slim,3,val,9
318,Lasso,delta G,ki,14247.23286706516,235308414.58044562,5063.479772926838,-0.624451,[-0.886 ~ -0.061],-275.414771,-0.416667,slim,3,val,9
319,Lasso,Affinity Data Value,ki,526889.2123385626,1697587844225.8271,39435.64467221499,0.467498,[-0.163 ~ 0.827],-0.110647,0.7,slim,3,val,9
320,Lasso,pKd pKi pIC50,ki,1.1017883077127348,1.8998517440000553,0.9707897263820109,0.728557,[0.249 ~ 0.921],0.3319,0.466667,slim,3,val,9
321,ElasticNet,delta G,ki,13294.561427438572,201810004.2288141,4237.246557536415,-0.800497,[-0.944 ~ -0.404],-236.064476,-0.833333,slim,3,val,9
322,ElasticNet,Affinity Data Value,ki,534370.8236330514,1742835189858.7947,19765.85321713541,0.347938,[-0.299 ~ 0.776],-0.14025,0.766667,slim,3,val,9
323,ElasticNet,pKd pKi pIC50,ki,1.1057859057944137,1.9156513353082394,0.9723993098137151,0.725849,[0.243 ~ 0.92],0.326343,0.466667,slim,3,val,9
324,SVR,delta G,ki,10759.622940152885,116845399.56961304,129.44951454422667,-0.870205,[-0.964 ~ -0.58],-136.257286,-0.8,slim,3,val,9
325,SVR,Affinity Data Value,ki,541531.1647080686,1821561188424.1965,109.95599180716587,0.44704,[-0.188 ~ 0.819],-0.191756,0.783333,slim,3,val,9
326,SVR,pKd pKi pIC50,ki,0.6422415229219641,0.7382498692113996,1.4049201989421913,0.875121,[0.593 ~ 0.966],0.740388,0.7,slim,3,val,9
327,DecisionTree,delta G,ki,17288.99465817865,393345801.92940927,11158.445313979115,-0.25176,[-0.73 ~ 0.392],-461.059931,-0.351468,slim,3,val,9
328,DecisionTree,Affinity Data Value,ki,574333.7777777778,1586627588890.6667,192259.17126731577,0.332275,[-0.315 ~ 0.769],-0.038051,0.266667,slim,3,val,9
